actor_id,id_paax,actor_name,actor_type,actor_iso3c,sub_type,cs_type,abbreviation,actor_country,actor_gwno,actor_region,un_type,international,regional,domestic,women,ucdp_id,ucdp_name,acled_name,acled_other
162,CON_162,Indonesia,Country/State,IDN,,,,Indonesia,850.0,Asia,,,,,,155.0,Government of Indonesia,Government of Indonesia (2014-),
169,CON_169,Ireland,Country/State,IRL,,,,Ireland,205.0,Europe,,,,,,29.0,Government of Ireland,Government of Ireland (2017-2020),
171,CON_171,Finland,Country/State,FIN,,,,Finland,375.0,Europe,,,,,,65.0,Government of Finland,Government of Finland (2019-),
173,CON_173,South Sudan,Country/State,SSD,,,,South Sudan,626.0,Africa,,,,,,113.0,Government of South Sudan,Government of South Sudan (2011-),
177,CON_177,Chile,Country/State,CHL,,,,Chile,155.0,Americas,,,,,,25.0,Government of Chile,Government of Chile (2022-),Government of Chile (2018-2022) | Government of Chile (2022-)
181,CON_181,Colombia,Country/State,COL,,,,Colombia,100.0,Americas,,,,,,17.0,Government of Colombia,Government of Colombia (2018-),
202,CON_202,Switzerland,Country/State,CHE,,,,Switzerland,225.0,Europe,,,,,,34.0,Government of Switzerland,,
221,CON_221,South Africa,Country/State,ZAF,,,,South Africa,560.0,Africa,,,,,,102.0,Government of South Africa,Government of South Africa (1994-),
226,IGO_226,Organisation of Islamic Cooperation,Intergovernmental Organization,,,,OIC,,,,,1.0,,,,,,,
228,CON_228,Morocco,Country/State,MAR,,,,Morocco,600.0,Africa,,,,,,108.0,Government of Morocco,Government of Morocco (1999-),
248,CON_248,Djibouti,Country/State,DJI,,,,Djibouti,522.0,Africa,,,,,,96.0,Government of Djibouti,Government of Djibouti (1999-),
255,CON_255,Algeria,Country/State,DZA,,,,Algeria,615.0,Africa,,,,,,109.0,Government of Algeria,Government of Algeria (2019-),Government of Algeria (1999-2019) | Government of Algeria (2019-)
259,CON_259,Portugal,Country/State,PRT,,,,Portugal,235.0,Europe,,,,,,36.0,Government of Portugal,Government of Portugal (2015-),
264,CON_264,"Congo, Democratic Republic of the",Country/State,COD,,,,"Congo, Democratic Republic of the",490.0,Africa,,,,,,89.0,Government of DR Congo (Zaire),Government of the Democratic Republic of Congo (2019-),Government of the Democratic Republic of Congo (1997-2001) | Government of the Democratic Republic of Congo (2001-2019) | Government of the Democratic Republic of Congo (2019-)
268,CON_268,Mexico,Country/State,MEX,,,,Mexico,70.0,Americas,,,,,,10.0,Government of Mexico,Government of Mexico (2018-),
272,CON_272,Eritrea,Country/State,ERI,,,,Eritrea,531.0,Africa,,,,,,98.0,Government of Eritrea,Government of Eritrea (1993-),
276,CON_276,New Zealand,Country/State,NZL,,,,New Zealand,920.0,Oceania,,,,,,158.0,Government of New Zealand,Government of New Zealand (2017-),
277,CON_277,Australia,Country/State,AUS,,,,Australia,900.0,Oceania,,,,,,156.0,Government of Australia,Government of Australia (2013-),
285,CON_285,Libya,Country/State,LBY,,,,Libya,620.0,Africa,,,,,,111.0,Government of Libya,Government of Libya (2012-2014),Government of Libya (1969-2011) | Government of Libya (2011-2012) | Government of Libya (2012-2014) | Government of Libya (2014-) General National Congress | Government of Libya (2014-) House of Representatives | Government of Libya (2016-2021) Government of National Accord | Government of Libya (2021-) Government of National Unity | Government of Libya (2022-) Parliament-Appointed Government
287,CON_287,Bangladesh,Country/State,BGD,,,,Bangladesh,771.0,Asia,,,,,,143.0,Government of Bangladesh,Government of Bangladesh (2009-),
288,CON_288,Afghanistan,Country/State,AFG,,,,Afghanistan,700.0,Asia,,,,,,130.0,Government of Afghanistan,Government of Afghanistan (2021-),Government of Afghanistan (2014-2021) | Government of Afghanistan (2021-)
289,CON_289,Iran (Islamic Republic of),Country/State,IRN,,,,Iran,630.0,Asia,,,,,,114.0,Government of Iran,Government of Iran (1989-),
290,CON_290,Cameroon,Country/State,CMR,,,,Cameroon,471.0,Africa,,,,,,83.0,Government of Cameroon,Government of Cameroon (1982-),
292,CON_292,Brunei,Country/State,BRN,,,,Brunei,835.0,Asia,,,,,,,,Government of Brunei (1984-),
294,CON_294,Japan,Country/State,JPN,,,,Japan,740.0,Asia,,,,,,140.0,Government of Japan,Government of Japan (2012-),
295,CON_295,Thailand,Country/State,THA,,,,Thailand,800.0,Asia,,,,,,147.0,Government of Thailand,Government of Thailand (2019-),Government of Thailand (2008-2011) | Government of Thailand (2014-2019) | Government of Thailand (2019-)
296,CON_296,Singapore,Country/State,SGP,,,,Singapore,830.0,Asia,,,,,,153.0,Government of Singapore,Government of Singapore (1965-),
297,CON_297,Vietnam,Country/State,VNM,,,,Vietnam,816.0,Asia,,,,,,150.0,Government of Vietnam (North Vietnam),Government of Vietnam (1976-),
300,CON_300,El Salvador,Country/State,SLV,,,,El Salvador,92.0,Americas,,,,,,13.0,Government of El Salvador,Government of El Salvador (2019-),
304,CON_304,Yemen,Country/State,YEM,,,,Yemen,678.0,Asia,,,,,,123.0,Government of Yemen (North Yemen),Government of Yemen (2012-),Government of Yemen (2012-) | Government of Yemen (2015-2016) Supreme Revolutionary Committee | Government of Yemen (2016-) Supreme Political Council
312,IGO_312,Intergovernmental Authority on Development,Intergovernmental Organization,,Regional,,IGAD,,,Africa,,,1.0,,,,,,
338,IGO_338,La Francophonie,Intergovernmental Organization,,,,OIF,,,,,1.0,,,,,,,
346,IGO_346,League of Arab States,Intergovernmental Organization,,Regional,,LOAS,,,Africa,,,1.0,,,,,,
386,IGO_386,UN Secretary General,Intergovernmental Organization,,,,UNSG,,,,United Nations,1.0,,,,,,,
394,CON_394,Romania,Country/State,ROU,,,,Romania,360.0,Europe,,,,,,56.0,Government of Romania,Government of Romania (2021-),Government of Romania (2019-2020) | Government of Romania (2020-2021) | Government of Romania (2021-) | Government of Romania (2016-2019)
395,CON_395,Pakistan,Country/State,PAK,,,,Pakistan,770.0,Asia,,,,,,142.0,Government of Pakistan,Government of Pakistan (2018-2022),Government of Pakistan (2008-2013) | Government of Pakistan (2013-2018) | Government of Pakistan (2018-2022)
406,IGO_406,North Atlantic Treaty Organization,Intergovernmental Organization,,,,NATO,,,,,1.0,,,,,,,
419,CON_419,Saudi Arabia,Country/State,SAU,,,,Saudi Arabia,670.0,Asia,,,,,,122.0,Government of Saudi Arabia,Government of Saudi Arabia (2015-),
436,IGO_436,European Commission,Intergovernmental Organization,,Regional,,EU Commission,,,Europe,,,1.0,,,,,,
437,IGO_437,World Bank,Intergovernmental Organization,,,,WB,,,,,1.0,,,,,,,
438,IGO_438,International Monetary Fund,Intergovernmental Organization,,,,IMF,,,,,1.0,,,,,,,
441,CON_441,Belgium,Country/State,BEL,,,,Belgium,211.0,Europe,,,,,,31.0,Government of Belgium,Government of Belgium (2019-2020),
445,POL_445,Jamayat-E-Islami,Political Party,AFG,,,Jamiat,Afghanistan,700.0,Asia,,,,,,,,JI: Jamiat-e-Islami,JI: Jamaat-e-Islami
447,ARM_447,Hezb-e-Islami,Armed Organization,AFG,,,,Afghanistan,700.0,Asia,,,,,,299.0,Hizb-i Islami-yi Afghanistan,HIG: Hezb-e Islami-Gulbuddin,Hezbi Islami
453,NGO_453,Aga Khan Foundation,Civil Society,,Non-governmental Organization,Other,,,,,,1.0,,,,,,,
458,CON_458,South Korea,Country/State,KOR,,,,"Korea, South",732.0,Asia,,,,,,139.0,Government of South Korea,Government of South Korea (2017-2022),
486,CON_486,Qatar,Country/State,QAT,,,,Qatar,694.0,Asia,,,,,,127.0,Government of Qatar,Government of Qatar (2013-),
515,POL_515,The Future Movement,Political Party,LBN,,,,Lebanon,660.0,Asia,,,,,,,,,
516,ARM_516,Hezbollah,Armed Organization,LBN,,,,Lebanon,660.0,Asia,,,,,,366.0,Hezbollah,Hezbollah,
517,POL_517,Progressive Socialist Party,Political Party,LBN,,,,Lebanon,660.0,Asia,,,,,,879.0,PSP,,
518,POL_518,Syrian Social Nationalist Party,Political Party,SYR,,,,Syria,652.0,Asia,,,,,,,,,
519,POL_519,Lebanese Democrat Party,Political Party,LBN,,,,Lebanon,660.0,Asia,,,,,,,,,
520,POL_520,Amal Movement,Political Party,LBN,,,,Lebanon,660.0,Asia,,,,,,,,,
537,ARM_537,Liberation and Justice Movement,Armed Organization,SDN,,,LJM,Sudan,625.0,Africa,,,,,,,,LJM: Liberation and Justice Movement,
544,ARM_544,Union of Forces for Democracy and Basic Development,Armed Organization,TCD,,,UFDDF,Chad,483.0,Africa,,,,,,,,,
545,ARM_545,Union of Forces for Development and Democracy,Armed Organization,TCD,,,UFDD,Chad,483.0,Africa,,,,,,456.0,UFDD,UFDD: Union of Forces for Democracy and Development,
562,CON_562,Turkey,Country/State,TUR,,,,Turkey,640.0,Asia,,,,,,115.0,Government of Turkey,Government of Turkey (2016-),Government of Turkey (2002-2016) | Government of Turkey (2016-)
563,CON_563,Kuwait,Country/State,KWT,,,,Kuwait,692.0,Asia,,,,,,125.0,Government of Kuwait,Government of Kuwait (2020-),Government of Kuwait (2006-2020) | Government of Kuwait (2020-)
568,ARM_568,Ansar Allah,Armed Organization,YEM,,,,Yemen,678.0,Asia,,,,,,1091.0,Ansarallah,Houthi Movement - Ansar Allah,
586,IGO_586,Shanghai Cooperation Organization,Intergovernmental Organization,,Regional,,SCO,,,Asia,,,1.0,,,,,,
587,CON_587,Albania,Country/State,ALB,,,,Albania,339.0,Europe,,,,,,45.0,Government of Albania,Government of Albania (2013-),
588,CON_588,Austria,Country/State,AUT,,,,Austria,305.0,Europe,,,,,,39.0,Government of Austria,Government of Austria (2019-),
589,CON_589,Bulgaria,Country/State,BGR,,,,Bulgaria,355.0,Europe,,,,,,54.0,Government of Bulgaria,Government of Bulgaria (2017-),
590,CON_590,Tunisia,Country/State,TUN,,,,Tunisia,616.0,Africa,,,,,,110.0,Government of Tunisia,Government of Tunisia (2019-),Government of Tunisia (2011-2014) | Government of Tunisia (2014-2019) | Government of Tunisia (2019-)
591,CON_591,United Arab Emirates,Country/State,ARE,,,,United Arab Emirates,696.0,Asia,,,,,,128.0,Government of United Arab Emirates,Government of the United Arab Emirates (2004-),
592,CON_592,Slovakia,Country/State,SVK,,,,Slovakia,317.0,Europe,,,,,,43.0,Government of Slovakia,Government of Slovakia (2020-),Government of Slovakia (2012-2020) | Government of Slovakia (2020-)
593,CON_593,Sweden,Country/State,SWE,,,,Sweden,380.0,Europe,,,,,,66.0,Government of Sweden,Government of Sweden (2019-),
594,CON_594,Uruguay,Country/State,URY,,,,Uruguay,165.0,Americas,,,,,,27.0,Government of Uruguay,Government of Uruguay (2020-),
595,NGO_595,Aga Khan Development Network,Civil Society,,Non-governmental Organization,Other,,,,,,1.0,,,,,,,
596,IGO_596,Islamic Development Bank,Intergovernmental Organization,,,,ISDB,,,,,1.0,,,,,,,
597,IGO_597,Economic Cooperation Organization,Intergovernmental Organization,,Regional,,ECO,,,,,,1.0,,,,,,
598,IGO_598,Collective Security Treaty Organization,Intergovernmental Organization,,Regional,,CSTO,,,Europe,,,1.0,,,,,,
599,IGO_599,Conference on Interaction and Confidence-Building Measures in Asia (CICA),Intergovernmental Organization,,Regional,,CICA,,,Asia,,,1.0,,,,,,
600,IGO_600,Asian Development Bank,Intergovernmental Organization,,Regional,,ADB,,,Asia,,,1.0,,,,,,
601,CON_601,Iceland,Country/State,ISL,,,,Iceland,385.0,Europe,,,,,,69.0,Government of Iceland,Government of Iceland (2017-),
602,CON_602,Hungary,Country/State,HUN,,,,Hungary,310.0,Europe,,,,,,40.0,Government of Hungary,Government of Hungary (2010-),
603,CON_603,Poland,Country/State,POL,,,,Poland,290.0,Europe,,,,,,38.0,Government of Poland,Government of Poland (2015-),
604,CON_604,Denmark,Country/State,DNK,,,,Denmark,390.0,Europe,,,,,,68.0,Government of Denmark,Government of Denmark (2019-),
605,CON_605,Estonia,Country/State,EST,,,,Estonia,366.0,Europe,,,,,,58.0,Government of Estonia,Government of Estonia (2021-),
606,CON_606,Oman,Country/State,OMN,,,,Oman,698.0,Asia,,,,,,129.0,Government of Oman,Government of Oman (2020-),Government of Oman (1970-2020) | Government of Oman (2020-)
607,CON_607,Montenegro,Country/State,MNE,,,,Montenegro,341.0,Europe,,,,,,46.0,Government of Montenegro,Government of Montenegro (2022-),
608,CON_608,Mongolia,Country/State,MNG,,,,Mongolia,712.0,Asia,,,,,,136.0,Government of Mongolia,Government of Mongolia (2016-),
609,CON_609,Cyprus,Country/State,CYP,,,,Cyprus,352.0,Asia,,,,,,53.0,Government of Cyprus,Government of Cyprus (2013-),
610,CON_610,North Macedonia,Country/State,MKD,,,,North Macedonia,343.0,Europe,,,,,,47.0,Government of North Macedonia,Government of North Macedonia (2017-),
611,CON_611,Luxembourg,Country/State,LUX,,,,Luxembourg,215.0,Europe,,,,,,32.0,Government of Luxembourg,Government of Luxembourg (2013-),
612,CON_612,Lithuania,Country/State,LTU,,,,Lithuania,368.0,Europe,,,,,,60.0,Government of Lithuania,Government of Lithuania (2020-),
613,CON_613,Liechtenstein,Country/State,LIE,,,,Liechtenstein,223.0,Europe,,,,,,,,,
614,CON_614,Malta,Country/State,MLT,,,,Malta,338.0,Europe,,,,,,,,Government of Malta (2013-),
615,CON_615,Latvia,Country/State,LVA,,,,Latvia,367.0,Europe,,,,,,59.0,Government of Latvia,Government of Latvia (2019-),
636,CON_636,Greece,Country/State,GRC,,,,Greece,350.0,Europe,,,,,,52.0,Government of Greece,Government of Greece (2019-),Government of Greece (2015-2019) | Government of Greece (2019-)
637,CON_637,Czechia,Country/State,CZE,,,,Czech Republic,316.0,Europe,,,,,,42.0,Government of Czech Republic,Government of the Czech Republic (2021-),Government of the Czech Republic (2018-2021) | Government of the Czech Republic (2021-)
727,OTH_727,House of Representatives,Other,LBY,,,,Libya,620.0,Africa,,,,1.0,,,,,
741,ARM_741,Hamas,Armed Organization,PSE,,,,Palestine,667.0,Asia,,,,,,209.0,Hamas,Hamas Movement,Harakat al-Muqawarna al-Islamiyya
912,ARM_912,Libyan National Army,Armed Organization,LBY,,,LNA,Libya,620.0,Africa,,,,,,7072.0,LNA,,
913,IGO_913,Economic Community of Central African States,Intergovernmental Organization,,Regional,,ECCAS,,,Africa,,,1.0,,,,,,
918,COA_918,Troika Countries,State Coalition,,,,,,,,,1.0,,,,,,,
929,OTH_929,High Council of State,Other,LBY,,,,Libya,620.0,Africa,,,,1.0,,,,,
931,ARM_931,Taliban,Armed Organization,AFG,,,,Afghanistan,700.0,Asia,,,,,,303.0,Taleban,Taliban,
943,ARM_943,Sudanese Alliance,Armed Organization,SDN,,,,Sudan,625.0,Africa,,,,,,,,Sudanese Alliance Movement,
944,ARM_944,United Popular Front for Liberation and Justice,Armed Organization,SDN,,,,Sudan,625.0,Africa,,,,,,,,UPF: United Popular Front,
945,ARM_945,Beja Congress,Armed Organization,SDN,,,,Sudan,625.0,Africa,,,,,,,,BC: Beja Congress,
946,ARM_946,Sudanese Kush Liberation Movement,Armed Organization,SDN,,,,Sudan,625.0,Africa,,,,,,,,,
947,ARM_947,The Northern Entity,Armed Organization,SDN,,,,Sudan,625.0,Africa,,,,,,,,,
948,ARM_948,Democratic Union Party - Sudan Revolutionary Front,Armed Organization,SDN,,,,Sudan,625.0,Africa,,,,,,1162.0,SRF,SRF: Sudan Revolutionary Front,
949,ARM_949,Sudan People’s Liberation Movement-North,Armed Organization,SDN,,,SPLM -N,Sudan,625.0,Africa,,,,,,686.0,SSDF,SPLM-N-Abdelaziz: Sudan People's Liberation Movement (North) (Abdelaziz al-Hilu faction),
950,IGO_950,African Union-United Nations Hybrid Operation in Darfur (UNAMID),Intergovernmental Organization,,,,UNAMID,,,,UN Mission,1.0,,,,,,,
951,ARM_951,The Third Front/Tamazuj,Armed Organization,SDN,,,,Sudan,625.0,Africa,,,,,,,,Tamazuj,
988,COA_988,Group of Five for the Sahel,State Coalition,,,,G5 Sahel,,,Africa,,,1.0,,,,,,
1035,ARM_1035,Union of the Forces of Resistance,Armed Organization,TCD,,,UFR,Chad,483.0,Africa,,,,,,1069.0,UFR,UFR: Union of Forces for Resistance,
1036,ARM_1036,Military Command Council for the Salvation of the Republic,Armed Organization,TCD,,,CCMSR,Chad,483.0,Africa,,,,,,7151.0,CCMSR,CCMSR: Military Command Council for the Salvation of the Republic,
1037,ARM_1037,Chad Liberation Movement,Armed Organization,TCD,,,MLT,Chad,483.0,Africa,,,,,,,,MLT: Chad Liberation Movement,
1038,ARM_1038,National Council for Recovery,Armed Organization,TCD,,,CNR,Chad,483.0,Africa,,,,,,447.0,CNR,,
1039,ARM_1039,National Movement for Settlement,Armed Organization,TCD,,,MNR,Chad,483.0,Africa,,,,,,,,,
1040,ARM_1040,Movement for the Democratic Card in Chad,Armed Organization,TCD,,,MCDT,Chad,483.0,Africa,,,,,,,,,
1041,ARM_1041,National Alliance for the Restoration of the Republic,Armed Organization,TCD,,,NARR,Chad,483.0,Africa,,,,,,,,,
1042,ARM_1042,Armed Resistance against the Anti-Democratic Forces,Armed Organization,TCD,,,RAFAD,Chad,483.0,Africa,,,,,,,,,
1043,ARM_1043,Movement for the Social Justice in Chad,Armed Organization,TCD,,,MJST,Chad,483.0,Africa,,,,,,,,,
1044,ARM_1044,Alliance of the Resistant Democrats,Armed Organization,TCD,,,ADR,Chad,483.0,Africa,,,,,,,,,
1045,ARM_1045,Assembly of the Forces for the Unity and Democracy,Armed Organization,TCD,,,RFUTD,Chad,483.0,Africa,,,,,,,,,
1046,ARM_1046,National Council for Liberation of Chad,Armed Organization,TCD,,,CNLT,Chad,483.0,Africa,,,,,,,,CNLT: National Council for the Liberation of Chad,
1047,ARM_1047,Movement of Chadian Militants,Armed Organization,TCD,,,MMT,Chad,483.0,Africa,,,,,,,,,
1048,ARM_1048,Front for the Good of the Republic,Armed Organization,TCD,,,FSR,Chad,483.0,Africa,,,,,,,,FSR: Front for the Salvation of the Republic,
1049,ARM_1049,People's Front for the Chad's Liberty,Armed Organization,TCD,,,FPLT,Chad,483.0,Africa,,,,,,,,,
1050,ARM_1050,Free Army for the Change,Armed Organization,TCD,,,ALC,Chad,483.0,Africa,,,,,,,,,
1051,ARM_1051,Union of the Forces for Change and Democracy,Armed Organization,TCD,,,UFCD,Chad,483.0,Africa,,,,,,,,,
1052,MIL_1052,Air Forces,Military,TCD,,,,Chad,483.0,Africa,,,,,,,,,
1053,ARM_1053,Movement for Democracy and Justice,Armed Organization,TCD,,,MDJT,Chad,483.0,Africa,,,,,,452.0,MDJT,MDJT: Movement for Democracy and Justice in Chad,
1054,ARM_1054,National Union for Change,Armed Organization,TCD,,,UNC,Chad,483.0,Africa,,,,,,,,,
1055,ARM_1055,Union of the Forces for Justice and Change,Armed Organization,TCD,,,UFCJ,Chad,483.0,Africa,,,,,,,,,
1056,ARM_1056,National Movement for the Democratic Reform and Development,Armed Organization,TCD,,,MNDRD,Chad,483.0,Africa,,,,,,,,,
1057,ARM_1057,Front of the National Convention,Armed Organization,TCD,,,,Chad,483.0,Africa,,,,,,,,,
