actor_id,id_paax,actor_name,actor_type,actor_iso3c,sub_type,cs_type,abbreviation,actor_country,actor_gwno,actor_region,un_type,international,regional,domestic,women,ucdp_id,ucdp_name,acled_name,acled_other
82,CON_82,Egypt,Country/State,EGY,,,,Egypt,651.0,Africa,,,,,,117.0,Government of Egypt,Government of Egypt (2014-),Government of Egypt (2012-2013) | Government of Egypt (2013-2014) | Government of Egypt (2014-) | Government of Egypt (1981-2011) | Government of Egypt (2011-2012)
83,CON_83,Liberia,Country/State,LBR,,,,Liberia,450.0,Africa,,,,,,79.0,Government of Liberia,Government of Liberia (2018-),Government of Liberia (2006-2018) | Government of Liberia (2018-)
84,ARM_84,National Patriotic Front of Liberia,Armed Organization,LBR,,,NPFL,Liberia,450.0,Africa,,,,,,507.0,NPFL,NPFL: National Patriotic Front Liberia,Former NPFL: National Patriotic Front Liberia
85,CON_85,Togo,Country/State,TGO,,,,Togo,461.0,Africa,,,,,,82.0,Government of Togo,Government of Togo (2005-),
86,CON_86,Burkina Faso,Country/State,BFA,,,,Burkina Faso,439.0,Africa,,,,,,78.0,Government of Burkina Faso,Government of Burkina Faso (2015-),Government of Burkina Faso (1987-2014) | Government of Burkina Faso (2014-2015) | Government of Burkina Faso (2015-)
87,IGO_87,African Union,Intergovernmental Organization,,Regional,,AU,,,Africa,,,1.0,,,,,,
88,CON_88,Côte d’Ivoire,Country/State,CIV,,,,Côte d'Ivoire (Ivory Coast),437.0,Africa,,,,,,76.0,Government of Ivory Coast,Government of the Ivory Coast (2011-),
89,IGO_89,Economic Community of West African States,Intergovernmental Organization,,Regional,,ECOWAS,,,Africa,,,1.0,,,,,,
90,CON_90,Nigeria,Country/State,NGA,,,,Nigeria,475.0,Africa,,,,,,84.0,Government of Nigeria,Government of Nigeria (2015-),Government of Nigeria (1999-2015) | Government of Nigeria (2015-)
91,CON_91,Guinea-Bissau,Country/State,GNB,,,,Guinea-Bissau,404.0,Africa,,,,,,70.0,Government of Guinea-Bissau,Government of Guinea-Bissau (2014-2020),
92,CON_92,Senegal,Country/State,SEN,,,,Senegal,433.0,Africa,,,,,,73.0,Government of Senegal,Government of Senegal (2012-),Government of Senegal (2000-2012) | Government of Senegal (2012-)
93,CON_93,Mali,Country/State,MLI,,,,Mali,432.0,Africa,,,,,,72.0,Government of Mali,Government of Mali (2020-2021),Government of Mali (2012-2013) | Government of Mali (2013-2020) | Government of Mali (2020-2021)
94,CON_94,Ghana,Country/State,GHA,,,,Ghana,452.0,Africa,,,,,,81.0,Government of Ghana,Government of Ghana (2017-),
95,NGO_95,Community of Sant' Egidio,Civil Society,,Religious,,,,,,,1.0,,,,,,,
96,NGO_96,Catholic Church,Civil Society,,Religious,,,,,,,1.0,,,,,,,
97,CON_97,Mozambique,Country/State,MOZ,,,,Mozambique,541.0,Africa,,,,,,100.0,Government of Mozambique,Government of Mozambique (1990-),
98,ARM_98,RENAMO,Armed Organization,MOZ,,,,Mozambique,541.0,Africa,,,,,,498.0,Renamo,RENAMO: Mozambican National Resistance,
99,CON_99,Sierra Leone,Country/State,SLE,,,,Sierra Leone,451.0,Africa,,,,,,80.0,Government of Sierra Leone,Government of Sierra Leone (2018-),Government of Sierra Leone (1998-2007) | Government of Sierra Leone (2007-2018) | Government of Sierra Leone (2018-)
100,ARM_100,Revolutionary United Front,Armed Organization,SLE,,,RUF,Sierra Leone,451.0,Africa,,,,,,532.0,RUF,RUF: Revolutionary United Front,RUF: Revolutionary United Front (Makeni Faction) I-RUF: Revolutionary United Front (Superman Faction) RUF: Revolutionary United Front (Superman Faction)
124,ARM_124,Somali Salvation Democratic Front,Armed Organization,SOM,,,SSDF,Somalia,520.0,Africa,,,,,,499.0,SSDF,SSDF: Somali Salvation Democratic Front,
126,ARM_126,Southern Somali National Movement,Armed Organization,SOM,,,SSNM,Somalia,520.0,Africa,,,,,,,,,
128,ARM_128,Somali Patriotic Movement,Armed Organization,SOM,,,SPM,Somalia,520.0,Africa,,,,,,501.0,SPM,SPM: Somali Patriotic Movement,
130,POL_130,United Somali Party,Political Party,SOM,,,,Somalia,520.0,Africa,,,,,,,,,
131,ARM_131,United Somali Front,Armed Organization,SOM,,,USF,Somalia,520.0,Africa,,,,,,,,,
132,ARM_132,United Somali Congress,Armed Organization,SOM,,,USC,Somalia,520.0,Africa,,,,,,503.0,USC/SNA,USC-SNA Atto: United Somali Congress-Somali National Alliance (Atto Faction),
133,ARM_133,Somali Afrikans Muki Organization,Armed Organization,SOM,,,SAMO,Somalia,520.0,Africa,,,,,,,,,
134,ARM_134,Somali National Union,Armed Organization,SOM,,,SNU,Somalia,520.0,Africa,,,,,,,,,
135,ARM_135,Somali National Democratic Union,Armed Organization,SOM,,,SNDU,Somalia,520.0,Africa,,,,,,,,,
136,ARM_136,Somali Democratic Movement,Armed Organization,SOM,,,SDM,Somalia,520.0,Africa,,,,,,,,,
137,ARM_137,Somali Democratic Alliance,Armed Organization,SOM,,,SDA,Somalia,520.0,Africa,,,,,,,,,
138,ARM_138,Somali Salvation Congress,Armed Organization,SOM,,,SSC,Somalia,520.0,Africa,,,,,,,,,
139,CON_139,Italy,Country/State,ITA,,,,Italy,325.0,Europe,,,,,,44.0,Government of Italy,Government of Italy (2018-),
140,ARM_140,Commander of the Self-Proclaimed Military Junta,Armed Organization,GNB,,,,Guinea-Bissau,404.0,Africa,,,,,,,,,
141,MIL_141,Nigeria Armed Forces,Military,NGA,,,,Nigeria,475.0,Africa,,,,,,,,Military Forces of Nigeria (2015-),Military Forces of Nigeria (1993-1999) Rivers State Internal Security Task Force | Military Forces of Nigeria (1999-2015) | Military Forces of Nigeria (1999-2015) Joint Task Force | Military Forces of Nigeria (2015-) Joint Task Force | Military Forces of Nigeria (2015-) Lagos State Task Force
142,CON_142,Niger,Country/State,NER,,,,Niger,436.0,Africa,,,,,,75.0,Government of Niger,Government of Niger (2021-),Government of Niger (2011-2021) | Government of Niger (2021-)
144,ARM_144,Unified Communist Party of Nepal - Maoist,Armed Organization,NPL,,,CPN-M,Nepal,790.0,Asia,,,,,,258.0,CPN-M,CPN(M): Communist Party of Nepal (Maoist),
145,POL_145,Communist Party of Nepal (Maoist Centre),Political Party,NPL,,,CPN (Maoist),Nepal,790.0,Asia,,,,,,,,,
146,CON_146,Nepal,Country/State,NPL,,,,Nepal,790.0,Asia,,,,,,146.0,Government of Nepal,Government of Nepal (2015-),Government of Nepal (2008-2015) | Government of Nepal (2015-)
155,ARM_155,Justice and Equality Movement,Armed Organization,SDN,,,JEM,Sudan,625.0,Africa,,,,,,468.0,JEM,JEM: Justice and Equality Movement,
156,ARM_156,Sudan Liberation Movement/Army,Armed Organization,SDN,,,SLM/A,Sudan,625.0,Africa,,,,,,469.0,SLM/A,,
157,CON_157,Chad,Country/State,TCD,,,,Chad,483.0,Africa,,,,,,87.0,Government of Chad,Government of Chad (2021-),Government of Chad (1990-2021) | Government of Chad (2021-)
158,CON_158,Sudan,Country/State,SDN,,,,Sudan,625.0,Africa,,,,,,112.0,Government of Sudan,Government of Sudan (2019-),Government of Sudan (1989-2019) | Government of Sudan (2019-)
159,CON_159,Ethiopia,Country/State,ETH,,,,Ethiopia,530.0,Africa,,,,,,97.0,Government of Ethiopia,Government of Ethiopia (2018-),Government of Ethiopia (1991-2018) | Government of Ethiopia (2018-)
160,CON_160,Philippines,Country/State,PHL,,,,Philippines,840.0,Asia,,,,,,154.0,Government of Philippines,Government of the Philippines (2016-),Government of the Philippines (2010-2016) | Government of the Philippines (2016-)
161,ARM_161,National Democratic Front of the Philippines,Armed Organization,PHL,,,NDFP,Philippines,840.0,Asia,,,,,,,,,
162,CON_162,Indonesia,Country/State,IDN,,,,Indonesia,850.0,Asia,,,,,,155.0,Government of Indonesia,Government of Indonesia (2014-),
168,UMB_168,Forces Nouvelles de Côte d'Ivoire,Umbrella,CIV,,,FAFN,Côte d'Ivoire (Ivory Coast),437.0,Africa,,,,,,,,,
169,CON_169,Ireland,Country/State,IRL,,,,Ireland,205.0,Europe,,,,,,29.0,Government of Ireland,Government of Ireland (2017-2020),
171,CON_171,Finland,Country/State,FIN,,,,Finland,375.0,Europe,,,,,,65.0,Government of Finland,Government of Finland (2019-),
172,CON_172,Kenya,Country/State,KEN,,,,Kenya,501.0,Africa,,,,,,91.0,Government of Kenya,Government of Kenya (2013-),Government of Kenya (2002-2013) | Government of Kenya (2013-)
173,CON_173,South Sudan,Country/State,SSD,,,,South Sudan,626.0,Africa,,,,,,113.0,Government of South Sudan,Government of South Sudan (2011-),
174,CON_174,Tanzania,Country/State,TZA,,,,Tanzania,510.0,Africa,,,,,,92.0,Government of Tanzania,Government of Tanzania (1964-),
175,ARM_175,Lord’s Resistance Army,Armed Organization,UGA,,,LRA,Uganda,500.0,Africa,,,,,,488.0,LRA,LRA: Lords Resistance Army,
176,CON_176,Uganda,Country/State,UGA,,,,Uganda,500.0,Africa,,,,,,90.0,Government of Uganda,Government of Uganda (1986-),
177,CON_177,Chile,Country/State,CHL,,,,Chile,155.0,Americas,,,,,,25.0,Government of Chile,Government of Chile (2022-),Government of Chile (2018-2022) | Government of Chile (2022-)
178,CON_178,Peru,Country/State,PER,,,,Peru,135.0,Americas,,,,,,21.0,Government of Peru,Government of Peru (2021-),Government of Peru (2020-2020) | Government of Peru (2020-2021) | Government of Peru (2021-) | Government of Peru (2018-2020)
179,CON_179,Ecuador,Country/State,ECU,,,,Ecuador,130.0,Americas,,,,,,20.0,Government of Ecuador,Government of Ecuador (2021-),Government of Ecuador (2007-2021) | Government of Ecuador (2021-)
180,ARM_180,FARC,Armed Organization,COL,,,FARC,Colombia,100.0,Americas,,,,,,743.0,FARC,FARC: Common Alternative Revolutionary Force,FARC Dissident - Dagoberto Ramos: Revolutionary Armed Forces of Colombia Dissident Faction (Dagoberto Ramos) FARC Dissident - Carolina Ramirez Front: Revolutionary Armed Forces of Colombia Dissident Faction (Carolina Ramirez Front) FARC Dissident - Jaime Martinez: Revolutionary Armed Forces of Colombia Dissident Faction (Jaime Martinez) FARC Dissident - 33rd Front: Revolutionary Armed Forces of Colombia Dissident Faction (33rd Front) FARC Dissident: Revolutionary Armed Forces of Colombia Dissident Faction FARC Dissident - Oliver Sinisterra Front: Revolutionary Armed Forces of Colombia Dissident Faction (Oliver Sinisterra Front) FARC Dissident - Acacio Medina Front: Revolutionary Armed Forces of Colombia Dissident Faction (Acacio Medina Front) FARC Dissident - Carlos Patino Front: Revolutionary Armed Forces of Colombia Dissident Faction (Carlos Patino Front) FARC Dissident - Gentil Duarte Front: Revolutionary Armed Forces of Colombia Dissident Faction (Gentil Duarte Front) FARC Dissident - 18th Front: Revolutionary Armed Forces of Colombia Dissident Faction (18th Front) FARC Dissident - 36th Front: Revolutionary Armed Forces of Colombia Dissident Faction (36th Front - Jair Aldana Baquero) FARC Dissident - Jorge Briceno Front: Revolutionary Armed Forces of Colombia Dissident Faction (Jorge Briceno Front) FARC Dissident - Mobile Column: Revolutionary Armed Forces of Colombia Dissident Faction (Adan Izquierdo) FARC Dissident - 45th Front: Revolutionary Armed Forces of Colombia Dissident Faction FARC Dissident - 10th Front: Revolutionary Armed Forces of Colombia Dissident Faction (10th Front) FARC Dissident - Miller Perdomo Mobile Column: Revolutionary Armed Forces of Colombia Dissident Faction (Miller Perdomo Mobile Column) FARC Dissident - 28th Front: Revolutionary Armed Forces of Colombia Dissident Faction (28th Front - Jose Maria Cordoba) FARC Dissident - 62nd Front: Revolutionary Armed Forces of Colombia Dissident Faction (62nd Front - Fernando Diaz) FARC Dissident - 5th Front: Revolutionary Armed Forces of Colombia Dissident Faction (5th Front) FARC Dissident - Franco Benavides Mobile Column: Revolutionary Armed Forces of Colombia Dissident Faction (Franco Benavides Mobile Column) FARC Dissident - 1st Front: Revolutionary Armed Forces of Colombia Dissident Faction (1st Front - Armando Rios) FARC Dissident - Second Marquetalia: Revolutionary Armed Forces of Colombia Dissident Faction (Segunda Marquetalia) FARC Dissident - 30th Front: Revolutionary Armed Forces of Colombia Dissident Faction (30th Front) FARC Dissident - Urias Rondon: Revolutionary Armed Forces of Colombia Dissident Faction (Urias Rondon) FARC Dissident - 37th Front: Revolutionary Armed Forces of Colombia Dissident Faction (37th Front) FARC Dissident - Edison Cinco Mil Front: Revolutionary Armed Forces of Colombia Dissident Faction (Edison Cinco Mil Front) FARC Dissident - Alfonso Cano Front: Revolutionary Armed Forces of Colombia Dissident Faction (Alfonso Cano Front) FARC Dissident - Ismael Ruiz Front: Revolutionary Armed Forces of Colombia Dissident Faction (Ismael Ruiz Front) FARC Dissident - Ivan Rios: Revolutionary Armed Forces of Colombia Dissident Faction (Ivan Rios Front) FARC: Fuerzas Armadas Revolucionarias de Cantera FARC Dissident - 40th Front: Revolutionary Armed Forces of Colombia Dissident Faction (40th Front - Jacobo Arenas) FARC Dissident - 48th Front: Revolutionary Armed Forces of Colombia Dissident Faction (48th Front - Pedro Martinez) FARC Dissident - 3rd Front: Revolutionary Armed Forces of Colombia Dissident Faction (3rd Front - Oswald Patino) FARC Dissident - 6th Front: Revolutionary Armed Forces of Colombia Dissident Faction (6th Front) FARC: Common Alternative Revolutionary Force FARC Dissident - Estiven Gonzalez: Revolutionary Armed Forces of Colombia Dissident Faction (Estiven Gonzalez) FARC Dissident - 53rd Front: Revolutionary Armed Forces of Colombia Dissident Faction (53rd Front - Jose Antonio Anzoategui) FARC Dissident - FUP: Revolutionary Armed Forces of Colombia Dissident Faction (United Front of the Pacific Faction) FARC Dissident - 7th Front: Revolutionary Armed Forces of Colombia Dissident Faction (7th Front - Jacobo Prias Alape) FARC Dissident - C15 Front: Revolutionary Armed Forces of Colombia Dissident Faction (C15 Front) FARC Dissident - 29th Front: Revolutionary Armed Forces of Colombia Dissident Faction (29th Front - Gonzalez Prado) FARC Dissident - Mobile Column: Revolutionary Armed Forces of Colombia Dissident Faction (Teofilo Forero Castro) FARC Dissident - 42th Front: Revolutionary Armed Forces of Colombia Dissident Faction (42th Front - Manuel Cepeda) FARC Dissident - 27th Front: Revolutionary Armed Forces of Colombia Dissident Faction (27th Front - Isaias Pardo Leal) FARC Dissident - DP: Revolutionary Armed Forces of Colombia Dissident Faction (Defenders of the Pacific Faction) FARC Dissident - 17th Front: Revolutionary Armed Forces of Colombia Dissident Faction (17th Front) FARC Dissident - 14th Front: Revolutionary Armed Forces of Colombia Dissident Faction (14th Front) FARC Dissident - 21st Front: Revolutionary Armed Forces of Colombia Dissident Faction (21st Front - La Gaitana)
181,CON_181,Colombia,Country/State,COL,,,,Colombia,100.0,Americas,,,,,,17.0,Government of Colombia,Government of Colombia (2018-),
184,NGO_184,Episcopal Conference of Colombia,Civil Society,COL,Religious,,,Colombia,100.0,Americas,,,,1.0,,,,,
195,ARM_195,National Liberation Army,Armed Organization,COL,,,ELN,Colombia,100.0,Americas,,,,,,744.0,ELN,ELN: National Liberation Army,
197,NGO_197,Civil Society,Civil Society,,Non-governmental Organization,Other,,,,,,,,1.0,,,,,
198,NGO_198,Catholic Church,Civil Society,COL,Religious,,,Colombia,100.0,Americas,,1.0,,,,,,,
201,NGO_201,International Committee of the Red Cross,Civil Society,,Non-governmental Organization,Other,ICRC,,,,,1.0,,,,,,,
202,CON_202,Switzerland,Country/State,CHE,,,,Switzerland,225.0,Europe,,,,,,34.0,Government of Switzerland,,
203,CON_203,Cuba,Country/State,CUB,,,,Cuba,40.0,Americas,,,,,,5.0,Government of Cuba,Government of Cuba (1959-),
206,OTH_206,International Community,Other,,,,,,,,,1.0,,,,,,,
221,CON_221,South Africa,Country/State,ZAF,,,,South Africa,560.0,Africa,,,,,,102.0,Government of South Africa,Government of South Africa (1994-),
226,IGO_226,Organisation of Islamic Cooperation,Intergovernmental Organization,,,,OIC,,,,,1.0,,,,,,,
228,CON_228,Morocco,Country/State,MAR,,,,Morocco,600.0,Africa,,,,,,108.0,Government of Morocco,Government of Morocco (1999-),
229,ARM_229,Polisario Front,Armed Organization, ,,,,Western Sahara,,Africa,,,,,,563.0,POLISARIO,Polisario Front,Former Polisario Front
230,ARM_230,Moro Islamic Liberation Front ,Armed Organization,PHL,,,MILF,Philippines,840.0,Asia,,,,,,276.0,MILF,MILF: Moro Islamic Liberation Front,
231,OTH_231,Liberia National Conference,Other,LBR,,,,Liberia,450.0,Africa,,,,1.0,,,,,
233,ARM_233,Lofa Defence Force,Armed Organization,LBR,,,LDF,Liberia,450.0,Africa,,,,,,1116.0,LDF,,
234,ARM_234,United Liberation Movement for Democracy in Liberia,Armed Organization,LBR,,,,Liberia,450.0,Africa,,,,,,697.0,ULIMO,ULIMO: United Liberation Movement of Liberia for Democracy,
235,MIL_235,Liberia Armed Forces,Military,LBR,,,,Liberia,450.0,Africa,,,,,,,,Military Forces of Liberia (2018-),Military Forces of Liberia (1989-1997) | Military Forces of Liberia (1997-2003) | Military Forces of Liberia (1997-2003) Anti-Militant Unit | Military Forces of Liberia (2003-2006) | Military Forces of Liberia (2006-2018) | Military Forces of Liberia (2006-2018) Presidential Guard
236,POL_236,Movement of the Forces of the Future,Political Party,CIV,,,MFA,Côte d'Ivoire (Ivory Coast),437.0,Africa,,,,,,,,,
237,ARM_237,Ivorian Popular Front,Armed Organization,CIV,,,FPI,Côte d'Ivoire (Ivory Coast),437.0,Africa,,,,,,,,FPI: Ivorian Popular Front,
238,ARM_238,Rally of the Republicans,Armed Organization,CIV,,,RDR,Côte d'Ivoire (Ivory Coast),437.0,Africa,,,,,,,,RDR: Rally of the Republicans,
239,POL_239,Ivorian Workers' Party,Political Party,CIV,,,PIT,Côte d'Ivoire (Ivory Coast),437.0,Africa,,,,,,,,,
240,ARM_240,Patriotic Movement of Côte d’Ivoire,Armed Organization,CIV,,,MPCI,Côte d'Ivoire (Ivory Coast),437.0,Africa,,,,,,556.0,MPCI,MPCI: Patriotic Movement of the Ivory Coast,
241,ARM_241,Ivorian Popular Movement of the Great West,Armed Organization,CIV,,,MPIGO,Côte d'Ivoire (Ivory Coast),437.0,Africa,,,,,,557.0,MPIGO,MPIGO: Ivory Coast Popular Movement of the Great West,
242,POL_242,Union for Democracy and Peace in Ivory Coast,Political Party,CIV,,,UDCPI,Côte d'Ivoire (Ivory Coast),437.0,Africa,,,,,,,,,
243,POL_243,Democratic Party of Ivory Coast – African Democratic Rally,Political Party,CIV,,,PDCI-RDA,Côte d'Ivoire (Ivory Coast),437.0,Africa,,,,,,,,,
244,ARM_244,Movement for Justice and Peace,Armed Organization,CIV,,,MJP,Côte d'Ivoire (Ivory Coast),437.0,Africa,,,,,,555.0,MJP,MJP: Movement for Justice and Peace,
245,POL_245,Citizens' Democratic Union,Political Party,CIV,,,UDCY,Côte d'Ivoire (Ivory Coast),437.0,Africa,,,,,,,,,
246,POL_246,FUNCINPEC,Political Party,KHM,,,,Cambodia,811.0,Asia,,,,,,,,,
247,CON_247,Cambodia,Country/State,KHM,,,,Cambodia,811.0,Asia,,,,,,148.0,Government of Cambodia (Kampuchea),Government of Cambodia (1993-),
