signatory_id,AgtId,agt_name,signatory_type,practical_third,condition,actor_id,id_paax,actor_name,actor_type,sub_type,cs_type,actor_iso3c,actor_country,actor_gwno,actor_region,abbreviation,un_type,international,regional,domestic,women,ucdp_id,ucdp_name,acled_name,acled_other,Con,PPName,Reg,Dat,year,agt_type,stage_process,Part,ThrdPart,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,PAX_Hyperlink,PDF_Hyperlink
3103,729,Doha Agreement on the Results of the Lebanese National Dialogue Conference (21/05/2008),party,,,519,POL_519,Lebanese Democrat Party,Political Party,,,LBN,Lebanon,660.0,Asia,,,,,,,,,,,Lebanon,Lebanon peace process,Middle East and North Africa,21/05/2008,2008,Intrastate,Implementation,Hezbollah; Amal Movement; Syrian Social Nationalist Party; Lebanese Democrat Party; Progressive Socialist Party; Future Movement; Lebanese Government;,Mediated by Emir Sheikh Hamad bin Khalifa Al Thani of Qatar,LBN,,660.0,,,,,,https://www.peaceagreements.org/agreements/729/,https://www.peaceagreements.org/media/documents/ag729_56719680b3109.pdf
3102,729,Doha Agreement on the Results of the Lebanese National Dialogue Conference (21/05/2008),party,,,518,POL_518,Syrian Social Nationalist Party,Political Party,,,SYR,Syria,652.0,Asia,,,,,,,,,,,Lebanon,Lebanon peace process,Middle East and North Africa,21/05/2008,2008,Intrastate,Implementation,Hezbollah; Amal Movement; Syrian Social Nationalist Party; Lebanese Democrat Party; Progressive Socialist Party; Future Movement; Lebanese Government;,Mediated by Emir Sheikh Hamad bin Khalifa Al Thani of Qatar,LBN,,660.0,,,,,,https://www.peaceagreements.org/agreements/729/,https://www.peaceagreements.org/media/documents/ag729_56719680b3109.pdf
3100,729,Doha Agreement on the Results of the Lebanese National Dialogue Conference (21/05/2008),party,,,516,ARM_516,Hezbollah,Armed Organization,,,LBN,Lebanon,660.0,Asia,,,,,,,366.0,Hezbollah,Hezbollah,,Lebanon,Lebanon peace process,Middle East and North Africa,21/05/2008,2008,Intrastate,Implementation,Hezbollah; Amal Movement; Syrian Social Nationalist Party; Lebanese Democrat Party; Progressive Socialist Party; Future Movement; Lebanese Government;,Mediated by Emir Sheikh Hamad bin Khalifa Al Thani of Qatar,LBN,,660.0,,,,,,https://www.peaceagreements.org/agreements/729/,https://www.peaceagreements.org/media/documents/ag729_56719680b3109.pdf
3106,729,Doha Agreement on the Results of the Lebanese National Dialogue Conference (21/05/2008),party,,,79,CON_79,Lebanon,Country/State,,,LBN,Lebanon,660.0,Asia,,,,,,,119.0,Government of Lebanon,Government of Lebanon (2020-2021),Government of Lebanon (2016-2019) | Government of Lebanon (2019-2020) | Government of Lebanon (2020-2021),Lebanon,Lebanon peace process,Middle East and North Africa,21/05/2008,2008,Intrastate,Implementation,Hezbollah; Amal Movement; Syrian Social Nationalist Party; Lebanese Democrat Party; Progressive Socialist Party; Future Movement; Lebanese Government;,Mediated by Emir Sheikh Hamad bin Khalifa Al Thani of Qatar,LBN,,660.0,,,,,,https://www.peaceagreements.org/agreements/729/,https://www.peaceagreements.org/media/documents/ag729_56719680b3109.pdf
3105,729,Doha Agreement on the Results of the Lebanese National Dialogue Conference (21/05/2008),party,,,515,POL_515,The Future Movement,Political Party,,,LBN,Lebanon,660.0,Asia,,,,,,,,,,,Lebanon,Lebanon peace process,Middle East and North Africa,21/05/2008,2008,Intrastate,Implementation,Hezbollah; Amal Movement; Syrian Social Nationalist Party; Lebanese Democrat Party; Progressive Socialist Party; Future Movement; Lebanese Government;,Mediated by Emir Sheikh Hamad bin Khalifa Al Thani of Qatar,LBN,,660.0,,,,,,https://www.peaceagreements.org/agreements/729/,https://www.peaceagreements.org/media/documents/ag729_56719680b3109.pdf
3101,729,Doha Agreement on the Results of the Lebanese National Dialogue Conference (21/05/2008),party,,,520,POL_520,Amal Movement,Political Party,,,LBN,Lebanon,660.0,Asia,,,,,,,,,,,Lebanon,Lebanon peace process,Middle East and North Africa,21/05/2008,2008,Intrastate,Implementation,Hezbollah; Amal Movement; Syrian Social Nationalist Party; Lebanese Democrat Party; Progressive Socialist Party; Future Movement; Lebanese Government;,Mediated by Emir Sheikh Hamad bin Khalifa Al Thani of Qatar,LBN,,660.0,,,,,,https://www.peaceagreements.org/agreements/729/,https://www.peaceagreements.org/media/documents/ag729_56719680b3109.pdf
3107,729,Doha Agreement on the Results of the Lebanese National Dialogue Conference (21/05/2008),third party,1.0,C1,486,CON_486,Qatar,Country/State,,,QAT,Qatar,694.0,Asia,,,,,,,127.0,Government of Qatar,Government of Qatar (2013-),,Lebanon,Lebanon peace process,Middle East and North Africa,21/05/2008,2008,Intrastate,Implementation,Hezbollah; Amal Movement; Syrian Social Nationalist Party; Lebanese Democrat Party; Progressive Socialist Party; Future Movement; Lebanese Government;,Mediated by Emir Sheikh Hamad bin Khalifa Al Thani of Qatar,LBN,,660.0,,,,,,https://www.peaceagreements.org/agreements/729/,https://www.peaceagreements.org/media/documents/ag729_56719680b3109.pdf
3104,729,Doha Agreement on the Results of the Lebanese National Dialogue Conference (21/05/2008),party,,,517,POL_517,Progressive Socialist Party,Political Party,,,LBN,Lebanon,660.0,Asia,,,,,,,879.0,PSP,,,Lebanon,Lebanon peace process,Middle East and North Africa,21/05/2008,2008,Intrastate,Implementation,Hezbollah; Amal Movement; Syrian Social Nationalist Party; Lebanese Democrat Party; Progressive Socialist Party; Future Movement; Lebanese Government;,Mediated by Emir Sheikh Hamad bin Khalifa Al Thani of Qatar,LBN,,660.0,,,,,,https://www.peaceagreements.org/agreements/729/,https://www.peaceagreements.org/media/documents/ag729_56719680b3109.pdf
3189,748,Agreement of Goodwill and Confidence Building for the Settlement of the Problem in Darfur (17/02/2009),third party,1.0,C1,486,CON_486,Qatar,Country/State,,,QAT,Qatar,694.0,Asia,,,,,,,127.0,Government of Qatar,Government of Qatar (2013-),,Sudan/(Darfur),Darfur-Sudan peace process,Africa (excl MENA),17/02/2009,2009,Intrastate,Pre-negotiation/process,"For the Sudan Government of National Unity, Dr. Amin Hassan Omer, Minister of State, Ministry of Culture, Youth and Sports;  For the Justice and Equality Movement Sudan (JEM), Dr. Gebreil Ibrahim Mohamed, Head of the JEM delegation to the Doha talks;","Witnessed by:  Ahmed bin Abdulla Al-Mahmoud Minister of State for Foreign Affairs and Member of the Cabinet, State of Qatar;  Djbrill Yipene Bassole, AU-UN Joint Chief Mediator for Darfur;",SDN,,625.0,,309.0,,,927,https://www.peaceagreements.org/agreements/748/,https://www.peaceagreements.org/media/documents/ag748_562dfc0bd7106.pdf
3190,748,Agreement of Goodwill and Confidence Building for the Settlement of the Problem in Darfur (17/02/2009),third party,1.0,C1,87,IGO_87,African Union,Intergovernmental Organization,Regional,,,,,Africa,AU,,,1.0,,,,,,,Sudan/(Darfur),Darfur-Sudan peace process,Africa (excl MENA),17/02/2009,2009,Intrastate,Pre-negotiation/process,"For the Sudan Government of National Unity, Dr. Amin Hassan Omer, Minister of State, Ministry of Culture, Youth and Sports;  For the Justice and Equality Movement Sudan (JEM), Dr. Gebreil Ibrahim Mohamed, Head of the JEM delegation to the Doha talks;","Witnessed by:  Ahmed bin Abdulla Al-Mahmoud Minister of State for Foreign Affairs and Member of the Cabinet, State of Qatar;  Djbrill Yipene Bassole, AU-UN Joint Chief Mediator for Darfur;",SDN,,625.0,,309.0,,,927,https://www.peaceagreements.org/agreements/748/,https://www.peaceagreements.org/media/documents/ag748_562dfc0bd7106.pdf
3186,748,Agreement of Goodwill and Confidence Building for the Settlement of the Problem in Darfur (17/02/2009),party,,,158,CON_158,Sudan,Country/State,,,SDN,Sudan,625.0,Africa,,,,,,,112.0,Government of Sudan,Government of Sudan (2019-),Government of Sudan (1989-2019) | Government of Sudan (2019-),Sudan/(Darfur),Darfur-Sudan peace process,Africa (excl MENA),17/02/2009,2009,Intrastate,Pre-negotiation/process,"For the Sudan Government of National Unity, Dr. Amin Hassan Omer, Minister of State, Ministry of Culture, Youth and Sports;  For the Justice and Equality Movement Sudan (JEM), Dr. Gebreil Ibrahim Mohamed, Head of the JEM delegation to the Doha talks;","Witnessed by:  Ahmed bin Abdulla Al-Mahmoud Minister of State for Foreign Affairs and Member of the Cabinet, State of Qatar;  Djbrill Yipene Bassole, AU-UN Joint Chief Mediator for Darfur;",SDN,,625.0,,309.0,,,927,https://www.peaceagreements.org/agreements/748/,https://www.peaceagreements.org/media/documents/ag748_562dfc0bd7106.pdf
3191,748,Agreement of Goodwill and Confidence Building for the Settlement of the Problem in Darfur (17/02/2009),third party,1.0,C1,49,IGO_49,United Nations (General),Intergovernmental Organization,,,,,,,UN,United Nations,1.0,,,,,,UN: United Nations,,Sudan/(Darfur),Darfur-Sudan peace process,Africa (excl MENA),17/02/2009,2009,Intrastate,Pre-negotiation/process,"For the Sudan Government of National Unity, Dr. Amin Hassan Omer, Minister of State, Ministry of Culture, Youth and Sports;  For the Justice and Equality Movement Sudan (JEM), Dr. Gebreil Ibrahim Mohamed, Head of the JEM delegation to the Doha talks;","Witnessed by:  Ahmed bin Abdulla Al-Mahmoud Minister of State for Foreign Affairs and Member of the Cabinet, State of Qatar;  Djbrill Yipene Bassole, AU-UN Joint Chief Mediator for Darfur;",SDN,,625.0,,309.0,,,927,https://www.peaceagreements.org/agreements/748/,https://www.peaceagreements.org/media/documents/ag748_562dfc0bd7106.pdf
3188,748,Agreement of Goodwill and Confidence Building for the Settlement of the Problem in Darfur (17/02/2009),party,,,155,ARM_155,Justice and Equality Movement,Armed Organization,,,SDN,Sudan,625.0,Africa,JEM,,,,,,468.0,JEM,JEM: Justice and Equality Movement,,Sudan/(Darfur),Darfur-Sudan peace process,Africa (excl MENA),17/02/2009,2009,Intrastate,Pre-negotiation/process,"For the Sudan Government of National Unity, Dr. Amin Hassan Omer, Minister of State, Ministry of Culture, Youth and Sports;  For the Justice and Equality Movement Sudan (JEM), Dr. Gebreil Ibrahim Mohamed, Head of the JEM delegation to the Doha talks;","Witnessed by:  Ahmed bin Abdulla Al-Mahmoud Minister of State for Foreign Affairs and Member of the Cabinet, State of Qatar;  Djbrill Yipene Bassole, AU-UN Joint Chief Mediator for Darfur;",SDN,,625.0,,309.0,,,927,https://www.peaceagreements.org/agreements/748/,https://www.peaceagreements.org/media/documents/ag748_562dfc0bd7106.pdf
3198,749,Agreement between the Government of Sudan and the LJM for the Adoption of the Doha Document for Peace in Darfur (14/07/2011),third party,1.0,C1,486,CON_486,Qatar,Country/State,,,QAT,Qatar,694.0,Asia,,,,,,,127.0,Government of Qatar,Government of Qatar (2013-),,Sudan/(Darfur),Darfur-Sudan peace process,Africa (excl MENA),14/07/2011,2011,Intrastate,Implementation,"For the Government of the Republic of Sudan, Dr. Ghazi Salahuddin Atabani, Advisor to the President of the Republic;  For the Liberation and Justice Movement, Dr. Eltigani Seisi Mohamed Ateem, Chairman of the Liberation and Justice Movement;","[Witnessed by:]  For the State of Qatar, H.E. Ahmed Bin Abdulla Al-Mahmoud, Minister of State for Foreign Affairs and Member of the Cabinet;  For the African Union and the United Nations, Prof. Ibrahim Gambari, Joint Special Representative;  H.E. Djibrill Yipene Bassole, Minister of Foreign Affairs and Regional Cooperation of Burkina Faso;",SDN,,625.0,,309.0,,,927,https://www.peaceagreements.org/agreements/749/,https://www.peaceagreements.org/media/documents/ag749_562de1e622c13.pdf
3195,749,Agreement between the Government of Sudan and the LJM for the Adoption of the Doha Document for Peace in Darfur (14/07/2011),third party,1.0,C1,87,IGO_87,African Union,Intergovernmental Organization,Regional,,,,,Africa,AU,,,1.0,,,,,,,Sudan/(Darfur),Darfur-Sudan peace process,Africa (excl MENA),14/07/2011,2011,Intrastate,Implementation,"For the Government of the Republic of Sudan, Dr. Ghazi Salahuddin Atabani, Advisor to the President of the Republic;  For the Liberation and Justice Movement, Dr. Eltigani Seisi Mohamed Ateem, Chairman of the Liberation and Justice Movement;","[Witnessed by:]  For the State of Qatar, H.E. Ahmed Bin Abdulla Al-Mahmoud, Minister of State for Foreign Affairs and Member of the Cabinet;  For the African Union and the United Nations, Prof. Ibrahim Gambari, Joint Special Representative;  H.E. Djibrill Yipene Bassole, Minister of Foreign Affairs and Regional Cooperation of Burkina Faso;",SDN,,625.0,,309.0,,,927,https://www.peaceagreements.org/agreements/749/,https://www.peaceagreements.org/media/documents/ag749_562de1e622c13.pdf
3194,749,Agreement between the Government of Sudan and the LJM for the Adoption of the Doha Document for Peace in Darfur (14/07/2011),party,,,537,ARM_537,Liberation and Justice Movement,Armed Organization,,,SDN,Sudan,625.0,Africa,LJM,,,,,,,,LJM: Liberation and Justice Movement,,Sudan/(Darfur),Darfur-Sudan peace process,Africa (excl MENA),14/07/2011,2011,Intrastate,Implementation,"For the Government of the Republic of Sudan, Dr. Ghazi Salahuddin Atabani, Advisor to the President of the Republic;  For the Liberation and Justice Movement, Dr. Eltigani Seisi Mohamed Ateem, Chairman of the Liberation and Justice Movement;","[Witnessed by:]  For the State of Qatar, H.E. Ahmed Bin Abdulla Al-Mahmoud, Minister of State for Foreign Affairs and Member of the Cabinet;  For the African Union and the United Nations, Prof. Ibrahim Gambari, Joint Special Representative;  H.E. Djibrill Yipene Bassole, Minister of Foreign Affairs and Regional Cooperation of Burkina Faso;",SDN,,625.0,,309.0,,,927,https://www.peaceagreements.org/agreements/749/,https://www.peaceagreements.org/media/documents/ag749_562de1e622c13.pdf
3196,749,Agreement between the Government of Sudan and the LJM for the Adoption of the Doha Document for Peace in Darfur (14/07/2011),third party,1.0,C1,49,IGO_49,United Nations (General),Intergovernmental Organization,,,,,,,UN,United Nations,1.0,,,,,,UN: United Nations,,Sudan/(Darfur),Darfur-Sudan peace process,Africa (excl MENA),14/07/2011,2011,Intrastate,Implementation,"For the Government of the Republic of Sudan, Dr. Ghazi Salahuddin Atabani, Advisor to the President of the Republic;  For the Liberation and Justice Movement, Dr. Eltigani Seisi Mohamed Ateem, Chairman of the Liberation and Justice Movement;","[Witnessed by:]  For the State of Qatar, H.E. Ahmed Bin Abdulla Al-Mahmoud, Minister of State for Foreign Affairs and Member of the Cabinet;  For the African Union and the United Nations, Prof. Ibrahim Gambari, Joint Special Representative;  H.E. Djibrill Yipene Bassole, Minister of Foreign Affairs and Regional Cooperation of Burkina Faso;",SDN,,625.0,,309.0,,,927,https://www.peaceagreements.org/agreements/749/,https://www.peaceagreements.org/media/documents/ag749_562de1e622c13.pdf
3192,749,Agreement between the Government of Sudan and the LJM for the Adoption of the Doha Document for Peace in Darfur (14/07/2011),party,,,158,CON_158,Sudan,Country/State,,,SDN,Sudan,625.0,Africa,,,,,,,112.0,Government of Sudan,Government of Sudan (2019-),Government of Sudan (1989-2019) | Government of Sudan (2019-),Sudan/(Darfur),Darfur-Sudan peace process,Africa (excl MENA),14/07/2011,2011,Intrastate,Implementation,"For the Government of the Republic of Sudan, Dr. Ghazi Salahuddin Atabani, Advisor to the President of the Republic;  For the Liberation and Justice Movement, Dr. Eltigani Seisi Mohamed Ateem, Chairman of the Liberation and Justice Movement;","[Witnessed by:]  For the State of Qatar, H.E. Ahmed Bin Abdulla Al-Mahmoud, Minister of State for Foreign Affairs and Member of the Cabinet;  For the African Union and the United Nations, Prof. Ibrahim Gambari, Joint Special Representative;  H.E. Djibrill Yipene Bassole, Minister of Foreign Affairs and Regional Cooperation of Burkina Faso;",SDN,,625.0,,309.0,,,927,https://www.peaceagreements.org/agreements/749/,https://www.peaceagreements.org/media/documents/ag749_562de1e622c13.pdf
3199,749,Agreement between the Government of Sudan and the LJM for the Adoption of the Doha Document for Peace in Darfur (14/07/2011),third party,1.0,C1,86,CON_86,Burkina Faso,Country/State,,,BFA,Burkina Faso,439.0,Africa,,,,,,,78.0,Government of Burkina Faso,Government of Burkina Faso (2015-),Government of Burkina Faso (1987-2014) | Government of Burkina Faso (2014-2015) | Government of Burkina Faso (2015-),Sudan/(Darfur),Darfur-Sudan peace process,Africa (excl MENA),14/07/2011,2011,Intrastate,Implementation,"For the Government of the Republic of Sudan, Dr. Ghazi Salahuddin Atabani, Advisor to the President of the Republic;  For the Liberation and Justice Movement, Dr. Eltigani Seisi Mohamed Ateem, Chairman of the Liberation and Justice Movement;","[Witnessed by:]  For the State of Qatar, H.E. Ahmed Bin Abdulla Al-Mahmoud, Minister of State for Foreign Affairs and Member of the Cabinet;  For the African Union and the United Nations, Prof. Ibrahim Gambari, Joint Special Representative;  H.E. Djibrill Yipene Bassole, Minister of Foreign Affairs and Regional Cooperation of Burkina Faso;",SDN,,625.0,,309.0,,,927,https://www.peaceagreements.org/agreements/749/,https://www.peaceagreements.org/media/documents/ag749_562de1e622c13.pdf
10193,751,Ceasefire Implementation Mechanism (Annex to Ceasefire Agreement of 18 March 2010 between the Governement of Sudan and the LJM) (22/07/2010),third party,1.0,C1,486,CON_486,Qatar,Country/State,,,QAT,Qatar,694.0,Asia,,,,,,,127.0,Government of Qatar,Government of Qatar (2013-),,Sudan/(Darfur),Darfur-Sudan peace process,Africa (excl MENA),22/07/2010,2010,Intrastate,Ceasefire,Ghazi Salahuddin - Advisor to the Sudanese President    Tijani Sisse Mohammad - LJM leader,African Union  Arab league   Government of Qatar,SDN,,625.0,,309.0,,,927,https://www.peaceagreements.org/agreements/751/,https://www.peaceagreements.org/media/documents/ag751_562e15e9ee072.pdf
