signatory_id,AgtId,agt_name,signatory_type,practical_third,condition,actor_id,id_paax,actor_name,actor_type,sub_type,cs_type,actor_iso3c,actor_country,actor_gwno,actor_region,abbreviation,un_type,international,regional,domestic,women,ucdp_id,ucdp_name,acled_name,acled_other,Con,PPName,Reg,Dat,year,agt_type,stage_process,Part,ThrdPart,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,PAX_Hyperlink,PDF_Hyperlink
21,5,UN Security Council Resolution 1244 (10/06/1999),party,1.0,C4,21,CON_21,Russia,Country/State,,,RUS,Russia,365.0,Europe,,P5,,,,,57.0,Government of Russia (Soviet Union),Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,Kosovo/Serbia/Yugoslavia (former),Kosovo process,Europe and Eurasia,06/10/1999,1999,Interstate/mixed,"Framework-substantive, partial","The United Nations Security Council (Members at the time: United States of America, Russia, China, United Kingdom, France, Gabon, Gambia, Bahrain, Brazil, Slovenia, Namibia  Malaysia, Argentina, Canada, Netherlands)",,,SRB,347.0,345.0,412.0,,,900,https://www.peaceagreements.org/agreements/5/,https://www.peaceagreements.org/media/documents/ag5_57ab4a6106cae.pdf
20,5,UN Security Council Resolution 1244 (10/06/1999),party,1.0,C4,3,CON_3,United States,Country/State,,,USA,United States,2.0,Americas,,P5,,,,,3.0,Government of United States of America,Government of the United States (2021-),Government of the United States (2017-2021) | Government of the United States (2021-),Kosovo/Serbia/Yugoslavia (former),Kosovo process,Europe and Eurasia,06/10/1999,1999,Interstate/mixed,"Framework-substantive, partial","The United Nations Security Council (Members at the time: United States of America, Russia, China, United Kingdom, France, Gabon, Gambia, Bahrain, Brazil, Slovenia, Namibia  Malaysia, Argentina, Canada, Netherlands)",,,SRB,347.0,345.0,412.0,,,900,https://www.peaceagreements.org/agreements/5/,https://www.peaceagreements.org/media/documents/ag5_57ab4a6106cae.pdf
35,5,UN Security Council Resolution 1244 (10/06/1999),party,1.0,C3,8,IGO_8,UN Security Council,Intergovernmental Organization,,,,,,,UNSC,United Nations,1.0,,,,,,,,Kosovo/Serbia/Yugoslavia (former),Kosovo process,Europe and Eurasia,06/10/1999,1999,Interstate/mixed,"Framework-substantive, partial","The United Nations Security Council (Members at the time: United States of America, Russia, China, United Kingdom, France, Gabon, Gambia, Bahrain, Brazil, Slovenia, Namibia  Malaysia, Argentina, Canada, Netherlands)",,,SRB,347.0,345.0,412.0,,,900,https://www.peaceagreements.org/agreements/5/,https://www.peaceagreements.org/media/documents/ag5_57ab4a6106cae.pdf
24,5,UN Security Council Resolution 1244 (10/06/1999),party,1.0,C4,7,CON_7,France,Country/State,,,FRA,France,220.0,Europe,,P5,,,,,33.0,Government of France,Government of France (2017-),Government of France (2017-) | Government of France (2017-) French Guiana | Government of France (2017-) Guadeloupe | Government of France (2017-) Martinique | Government of France (2017-) Saint-Barthelemy | Government of France (2017-) Saint-Martin,Kosovo/Serbia/Yugoslavia (former),Kosovo process,Europe and Eurasia,06/10/1999,1999,Interstate/mixed,"Framework-substantive, partial","The United Nations Security Council (Members at the time: United States of America, Russia, China, United Kingdom, France, Gabon, Gambia, Bahrain, Brazil, Slovenia, Namibia  Malaysia, Argentina, Canada, Netherlands)",,,SRB,347.0,345.0,412.0,,,900,https://www.peaceagreements.org/agreements/5/,https://www.peaceagreements.org/media/documents/ag5_57ab4a6106cae.pdf
27,5,UN Security Council Resolution 1244 (10/06/1999),party,1.0,C4,18,CON_18,Bahrain,Country/State,,,BHR,Bahrain,692.0,Asia,,,,,,,126.0,Government of Bahrain,Government of Bahrain (1999-),,Kosovo/Serbia/Yugoslavia (former),Kosovo process,Europe and Eurasia,06/10/1999,1999,Interstate/mixed,"Framework-substantive, partial","The United Nations Security Council (Members at the time: United States of America, Russia, China, United Kingdom, France, Gabon, Gambia, Bahrain, Brazil, Slovenia, Namibia  Malaysia, Argentina, Canada, Netherlands)",,,SRB,347.0,345.0,412.0,,,900,https://www.peaceagreements.org/agreements/5/,https://www.peaceagreements.org/media/documents/ag5_57ab4a6106cae.pdf
23,5,UN Security Council Resolution 1244 (10/06/1999),party,1.0,C4,19,CON_19,United Kingdom,Country/State,,,GBR,United Kingdom,200.0,Europe,,P5,,,,,28.0,Government of United Kingdom,Government of the United Kingdom (2010-),,Kosovo/Serbia/Yugoslavia (former),Kosovo process,Europe and Eurasia,06/10/1999,1999,Interstate/mixed,"Framework-substantive, partial","The United Nations Security Council (Members at the time: United States of America, Russia, China, United Kingdom, France, Gabon, Gambia, Bahrain, Brazil, Slovenia, Namibia  Malaysia, Argentina, Canada, Netherlands)",,,SRB,347.0,345.0,412.0,,,900,https://www.peaceagreements.org/agreements/5/,https://www.peaceagreements.org/media/documents/ag5_57ab4a6106cae.pdf
36,6,Kosovo Peace Plan (03/06/1999),party,1.0,C4,22,CON_22,Yugoslavia,Country/State,,, ,Yugoslavia,345.0,Europe,,,,,,,,,,,Kosovo/Serbia/Yugoslavia (former),Kosovo process,Europe and Eurasia,06/03/1999,1999,Intrastate,Pre-negotiation/process,"Copy of agreement unsigned, party believed to be: Slobodan Milosevic, President of Federal Republic of Yugoslavia",Agreement negotiated by European Union envoy Martti Ahtisaari and Russian envoy Viktor Chernomyrdin,,SRB,347.0,345.0,412.0,3.452E+12,,900,https://www.peaceagreements.org/agreements/6/,https://www.peaceagreements.org/media/documents/ag6_57ac5b2498062.pdf
38,6,Kosovo Peace Plan (03/06/1999),third party,1.0,C1,5,IGO_5,European Union,Intergovernmental Organization,Regional,,,,,Europe,EU,,,1.0,,,,,,,Kosovo/Serbia/Yugoslavia (former),Kosovo process,Europe and Eurasia,06/03/1999,1999,Intrastate,Pre-negotiation/process,"Copy of agreement unsigned, party believed to be: Slobodan Milosevic, President of Federal Republic of Yugoslavia",Agreement negotiated by European Union envoy Martti Ahtisaari and Russian envoy Viktor Chernomyrdin,,SRB,347.0,345.0,412.0,3.452E+12,,900,https://www.peaceagreements.org/agreements/6/,https://www.peaceagreements.org/media/documents/ag6_57ac5b2498062.pdf
40,6,Kosovo Peace Plan (03/06/1999),third party,1.0,C1,21,CON_21,Russia,Country/State,,,RUS,Russia,365.0,Europe,,P5,,,,,57.0,Government of Russia (Soviet Union),Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,Kosovo/Serbia/Yugoslavia (former),Kosovo process,Europe and Eurasia,06/03/1999,1999,Intrastate,Pre-negotiation/process,"Copy of agreement unsigned, party believed to be: Slobodan Milosevic, President of Federal Republic of Yugoslavia",Agreement negotiated by European Union envoy Martti Ahtisaari and Russian envoy Viktor Chernomyrdin,,SRB,347.0,345.0,412.0,3.452E+12,,900,https://www.peaceagreements.org/agreements/6/,https://www.peaceagreements.org/media/documents/ag6_57ac5b2498062.pdf
75,10,Final Document of the Moscow Meeting (Moscow Ceasefire) (03/09/1992),party,,,46,ENT_46,Abkhazia,Entity,,,GEO,Georgia,372.0,Asia,,,,,,,,,,,Georgia/Russia/(Abkhazia),Abkhazia peace process,Europe and Eurasia,09/03/1992,1992,Intrastate,Ceasefire,Signatories: FOR THE RUSSIAN FEDERATION;  G. s. Khizha  A. v. Kozyrev  P. s.Grachev  A. M. Mirzabekov  M. M. Magomedov   B.M. Kokov  K. M. Karmokov  v.N. Saveliev  v. I. Khubiev  s. v. Khetagurov  A. K. Galazov  A. A.Dzharimov    FOR THE REPUBLIC OF GEORGIA  T. I.Siqua  T. K. Kitovani  A.D. Chikvaidze  A. K. Tleuzh  v. N.Diakonov  E. s.Kuznetsov  v. F. Choub    Abkhazia [although not recognized as such in agreement]  v. G. Ardzinba  v. I. Zarandia  T.Nadareishvili,"Preamble notes participation of leaders of Abkhazia and the North Caucasian republics, territories and regions of the Russian Federation",GEO,RUS,372.0,365.0,392.0,1596,,882,https://www.peaceagreements.org/agreements/10/,https://www.peaceagreements.org/media/documents/ag10_56bb5f05bf2ff.pdf
77,10,Final Document of the Moscow Meeting (Moscow Ceasefire) (03/09/1992),third party,,,46,ENT_46,Abkhazia,Entity,,,GEO,Georgia,372.0,Asia,,,,,,,,,,,Georgia/Russia/(Abkhazia),Abkhazia peace process,Europe and Eurasia,09/03/1992,1992,Intrastate,Ceasefire,Signatories: FOR THE RUSSIAN FEDERATION;  G. s. Khizha  A. v. Kozyrev  P. s.Grachev  A. M. Mirzabekov  M. M. Magomedov   B.M. Kokov  K. M. Karmokov  v.N. Saveliev  v. I. Khubiev  s. v. Khetagurov  A. K. Galazov  A. A.Dzharimov    FOR THE REPUBLIC OF GEORGIA  T. I.Siqua  T. K. Kitovani  A.D. Chikvaidze  A. K. Tleuzh  v. N.Diakonov  E. s.Kuznetsov  v. F. Choub    Abkhazia [although not recognized as such in agreement]  v. G. Ardzinba  v. I. Zarandia  T.Nadareishvili,"Preamble notes participation of leaders of Abkhazia and the North Caucasian republics, territories and regions of the Russian Federation",GEO,RUS,372.0,365.0,392.0,1596,,882,https://www.peaceagreements.org/agreements/10/,https://www.peaceagreements.org/media/documents/ag10_56bb5f05bf2ff.pdf
78,10,Final Document of the Moscow Meeting (Moscow Ceasefire) (03/09/1992),third party,,,21,CON_21,Russia,Country/State,,,RUS,Russia,365.0,Europe,,P5,,,,,57.0,Government of Russia (Soviet Union),Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,Georgia/Russia/(Abkhazia),Abkhazia peace process,Europe and Eurasia,09/03/1992,1992,Intrastate,Ceasefire,Signatories: FOR THE RUSSIAN FEDERATION;  G. s. Khizha  A. v. Kozyrev  P. s.Grachev  A. M. Mirzabekov  M. M. Magomedov   B.M. Kokov  K. M. Karmokov  v.N. Saveliev  v. I. Khubiev  s. v. Khetagurov  A. K. Galazov  A. A.Dzharimov    FOR THE REPUBLIC OF GEORGIA  T. I.Siqua  T. K. Kitovani  A.D. Chikvaidze  A. K. Tleuzh  v. N.Diakonov  E. s.Kuznetsov  v. F. Choub    Abkhazia [although not recognized as such in agreement]  v. G. Ardzinba  v. I. Zarandia  T.Nadareishvili,"Preamble notes participation of leaders of Abkhazia and the North Caucasian republics, territories and regions of the Russian Federation",GEO,RUS,372.0,365.0,392.0,1596,,882,https://www.peaceagreements.org/agreements/10/,https://www.peaceagreements.org/media/documents/ag10_56bb5f05bf2ff.pdf
73,10,Final Document of the Moscow Meeting (Moscow Ceasefire) (03/09/1992),party,,,21,CON_21,Russia,Country/State,,,RUS,Russia,365.0,Europe,,P5,,,,,57.0,Government of Russia (Soviet Union),Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,Georgia/Russia/(Abkhazia),Abkhazia peace process,Europe and Eurasia,09/03/1992,1992,Intrastate,Ceasefire,Signatories: FOR THE RUSSIAN FEDERATION;  G. s. Khizha  A. v. Kozyrev  P. s.Grachev  A. M. Mirzabekov  M. M. Magomedov   B.M. Kokov  K. M. Karmokov  v.N. Saveliev  v. I. Khubiev  s. v. Khetagurov  A. K. Galazov  A. A.Dzharimov    FOR THE REPUBLIC OF GEORGIA  T. I.Siqua  T. K. Kitovani  A.D. Chikvaidze  A. K. Tleuzh  v. N.Diakonov  E. s.Kuznetsov  v. F. Choub    Abkhazia [although not recognized as such in agreement]  v. G. Ardzinba  v. I. Zarandia  T.Nadareishvili,"Preamble notes participation of leaders of Abkhazia and the North Caucasian republics, territories and regions of the Russian Federation",GEO,RUS,372.0,365.0,392.0,1596,,882,https://www.peaceagreements.org/agreements/10/,https://www.peaceagreements.org/media/documents/ag10_56bb5f05bf2ff.pdf
74,10,Final Document of the Moscow Meeting (Moscow Ceasefire) (03/09/1992),party,,,45,CON_45,Georgia,Country/State,,,GEO,Georgia,372.0,Asia,,,,,,,63.0,Government of Georgia,Government of Georgia (2012-),,Georgia/Russia/(Abkhazia),Abkhazia peace process,Europe and Eurasia,09/03/1992,1992,Intrastate,Ceasefire,Signatories: FOR THE RUSSIAN FEDERATION;  G. s. Khizha  A. v. Kozyrev  P. s.Grachev  A. M. Mirzabekov  M. M. Magomedov   B.M. Kokov  K. M. Karmokov  v.N. Saveliev  v. I. Khubiev  s. v. Khetagurov  A. K. Galazov  A. A.Dzharimov    FOR THE REPUBLIC OF GEORGIA  T. I.Siqua  T. K. Kitovani  A.D. Chikvaidze  A. K. Tleuzh  v. N.Diakonov  E. s.Kuznetsov  v. F. Choub    Abkhazia [although not recognized as such in agreement]  v. G. Ardzinba  v. I. Zarandia  T.Nadareishvili,"Preamble notes participation of leaders of Abkhazia and the North Caucasian republics, territories and regions of the Russian Federation",GEO,RUS,372.0,365.0,392.0,1596,,882,https://www.peaceagreements.org/agreements/10/,https://www.peaceagreements.org/media/documents/ag10_56bb5f05bf2ff.pdf
76,10,Final Document of the Moscow Meeting (Moscow Ceasefire) (03/09/1992),third party,,,47,ENT_47,North Caucasian,Entity,,,RUS,Russia,365.0,Europe,,,,,,,,,,,Georgia/Russia/(Abkhazia),Abkhazia peace process,Europe and Eurasia,09/03/1992,1992,Intrastate,Ceasefire,Signatories: FOR THE RUSSIAN FEDERATION;  G. s. Khizha  A. v. Kozyrev  P. s.Grachev  A. M. Mirzabekov  M. M. Magomedov   B.M. Kokov  K. M. Karmokov  v.N. Saveliev  v. I. Khubiev  s. v. Khetagurov  A. K. Galazov  A. A.Dzharimov    FOR THE REPUBLIC OF GEORGIA  T. I.Siqua  T. K. Kitovani  A.D. Chikvaidze  A. K. Tleuzh  v. N.Diakonov  E. s.Kuznetsov  v. F. Choub    Abkhazia [although not recognized as such in agreement]  v. G. Ardzinba  v. I. Zarandia  T.Nadareishvili,"Preamble notes participation of leaders of Abkhazia and the North Caucasian republics, territories and regions of the Russian Federation",GEO,RUS,372.0,365.0,392.0,1596,,882,https://www.peaceagreements.org/agreements/10/,https://www.peaceagreements.org/media/documents/ag10_56bb5f05bf2ff.pdf
79,12,Memorandum of understanding between the Georgian and Abkhaz sides at the negotiations held in Geneva (01/12/1993),party,,,45,CON_45,Georgia,Country/State,,,GEO,Georgia,372.0,Asia,,,,,,,63.0,Government of Georgia,Government of Georgia (2012-),,Georgia/(Abkhazia),Abkhazia peace process,Europe and Eurasia,12/01/1993,1993,Intrastate,"Framework-substantive, partial",For the Georgian side  (Jaba Ioseliani)   For the Abkhaz side  (Sokrat Jinjolia),In the presence of:  For the United Nations  (Edouard Brunner)  Russian Federation   (Boris Pastukhov)  CSCE  (Vincenzo Manno),GEO,,372.0,,392.0,1597,,882,https://www.peaceagreements.org/agreements/12/,https://www.peaceagreements.org/media/documents/ag12_56bcb80ccea1f.pdf
80,12,Memorandum of understanding between the Georgian and Abkhaz sides at the negotiations held in Geneva (01/12/1993),party,,,46,ENT_46,Abkhazia,Entity,,,GEO,Georgia,372.0,Asia,,,,,,,,,,,Georgia/(Abkhazia),Abkhazia peace process,Europe and Eurasia,12/01/1993,1993,Intrastate,"Framework-substantive, partial",For the Georgian side  (Jaba Ioseliani)   For the Abkhaz side  (Sokrat Jinjolia),In the presence of:  For the United Nations  (Edouard Brunner)  Russian Federation   (Boris Pastukhov)  CSCE  (Vincenzo Manno),GEO,,372.0,,392.0,1597,,882,https://www.peaceagreements.org/agreements/12/,https://www.peaceagreements.org/media/documents/ag12_56bcb80ccea1f.pdf
83,12,Memorandum of understanding between the Georgian and Abkhaz sides at the negotiations held in Geneva (01/12/1993),third party,1.0,C1,48,IGO_48,Conference on Security and Cooperation in Europe,Intergovernmental Organization,Regional,,,,,Europe,CSCE,,,1.0,,,,,,,Georgia/(Abkhazia),Abkhazia peace process,Europe and Eurasia,12/01/1993,1993,Intrastate,"Framework-substantive, partial",For the Georgian side  (Jaba Ioseliani)   For the Abkhaz side  (Sokrat Jinjolia),In the presence of:  For the United Nations  (Edouard Brunner)  Russian Federation   (Boris Pastukhov)  CSCE  (Vincenzo Manno),GEO,,372.0,,392.0,1597,,882,https://www.peaceagreements.org/agreements/12/,https://www.peaceagreements.org/media/documents/ag12_56bcb80ccea1f.pdf
85,12,Memorandum of understanding between the Georgian and Abkhaz sides at the negotiations held in Geneva (01/12/1993),third party,1.0,C1,49,IGO_49,United Nations (General),Intergovernmental Organization,,,,,,,UN,United Nations,1.0,,,,,,UN: United Nations,,Georgia/(Abkhazia),Abkhazia peace process,Europe and Eurasia,12/01/1993,1993,Intrastate,"Framework-substantive, partial",For the Georgian side  (Jaba Ioseliani)   For the Abkhaz side  (Sokrat Jinjolia),In the presence of:  For the United Nations  (Edouard Brunner)  Russian Federation   (Boris Pastukhov)  CSCE  (Vincenzo Manno),GEO,,372.0,,392.0,1597,,882,https://www.peaceagreements.org/agreements/12/,https://www.peaceagreements.org/media/documents/ag12_56bcb80ccea1f.pdf
84,12,Memorandum of understanding between the Georgian and Abkhaz sides at the negotiations held in Geneva (01/12/1993),third party,1.0,C1,21,CON_21,Russia,Country/State,,,RUS,Russia,365.0,Europe,,P5,,,,,57.0,Government of Russia (Soviet Union),Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,Georgia/(Abkhazia),Abkhazia peace process,Europe and Eurasia,12/01/1993,1993,Intrastate,"Framework-substantive, partial",For the Georgian side  (Jaba Ioseliani)   For the Abkhaz side  (Sokrat Jinjolia),In the presence of:  For the United Nations  (Edouard Brunner)  Russian Federation   (Boris Pastukhov)  CSCE  (Vincenzo Manno),GEO,,372.0,,392.0,1597,,882,https://www.peaceagreements.org/agreements/12/,https://www.peaceagreements.org/media/documents/ag12_56bcb80ccea1f.pdf
89,13,Communiqué on the second round of negotiations between the Georgian and Abkhaz sides (13/01/1994),third party,1.0,C1,48,IGO_48,Conference on Security and Cooperation in Europe,Intergovernmental Organization,Regional,,,,,Europe,CSCE,,,1.0,,,,,,,Georgia/(Abkhazia),Abkhazia peace process,Europe and Eurasia,13/01/1994,1994,Intrastate,Pre-negotiation/process,For the Georgian side J. Ioseliani  For the Abkhaz side S. Jinjolia,From the UN E. Brunner  From the Russian Federation B. Pastukhov  From the CSCE V. Manno,GEO,,372.0,,392.0,1598,,882,https://www.peaceagreements.org/agreements/13/,https://www.peaceagreements.org/media/documents/ag13_56bcbbde007dd.pdf
90,13,Communiqué on the second round of negotiations between the Georgian and Abkhaz sides (13/01/1994),third party,1.0,C1,49,IGO_49,United Nations (General),Intergovernmental Organization,,,,,,,UN,United Nations,1.0,,,,,,UN: United Nations,,Georgia/(Abkhazia),Abkhazia peace process,Europe and Eurasia,13/01/1994,1994,Intrastate,Pre-negotiation/process,For the Georgian side J. Ioseliani  For the Abkhaz side S. Jinjolia,From the UN E. Brunner  From the Russian Federation B. Pastukhov  From the CSCE V. Manno,GEO,,372.0,,392.0,1598,,882,https://www.peaceagreements.org/agreements/13/,https://www.peaceagreements.org/media/documents/ag13_56bcbbde007dd.pdf
86,13,Communiqué on the second round of negotiations between the Georgian and Abkhaz sides (13/01/1994),party,,,45,CON_45,Georgia,Country/State,,,GEO,Georgia,372.0,Asia,,,,,,,63.0,Government of Georgia,Government of Georgia (2012-),,Georgia/(Abkhazia),Abkhazia peace process,Europe and Eurasia,13/01/1994,1994,Intrastate,Pre-negotiation/process,For the Georgian side J. Ioseliani  For the Abkhaz side S. Jinjolia,From the UN E. Brunner  From the Russian Federation B. Pastukhov  From the CSCE V. Manno,GEO,,372.0,,392.0,1598,,882,https://www.peaceagreements.org/agreements/13/,https://www.peaceagreements.org/media/documents/ag13_56bcbbde007dd.pdf
