AgtId,has_third_party,IGO,EU,regional,org_region,UN,UN Office,UN Mission,UNSC,P5,United States,France,United Kingdom,China,Russia,all_P5,Con,Contp,PP,PPName,Reg,Ver,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,GCh,GChRhet,GChAntid,GChSubs,GChOth,GDis,GDisRhet,GDisAntid,GDisSubs,GDisOth,GAge,GAgeRhet,GAgeAntid,GAgeSubs,GAgeOth,GMig,GMigRhet,GMigAntid,GMigSubs,GMigOth,GRa,GRaRhet,GRaAntid,GRaSubs,GRaOth,GRe,GReRhet,GReAntid,GReSubs,GReOth,GInd,GIndRhet,GIndAntid,GIndSubs,GIndOth,GOth,GOthRhet,GOthAntid,GOthSubs,GOthOth,GRef,GRefRhet,GRefSubs,GRefOth,GSoc,GSocRhet,GSocAntid,GSocSubs,GSocOth,GeWom,GeMe,GeMeNu,GeMeOth,GeLgbti,GeLgbtiPos,GeLgbtiNeg,GeFa,StDef,StGen,StCon,StSd,StRef,StSym,StInd,StUni,StBor,StXbor,Pol,PolGen,PolNewInd,PolNewTemp,Ele,ElecComm,PolPar,PolParTrans,PolParOth,Civso,Tral,Pubad,ConGen,ConRen,Cons,Polps,PpsGe,PpsGe:St,PpsGe:Sub,PpsEx,PpsEx:St,PpsEx:Sub,PpsOro,PpsOro:St,PpsOro:Sub,PpsOthPr,PpsOthPr:St,PpsOthPr:Sub,PpsVet,PpsVet:St,PpsVet:Sub,PpsAut,PpsAut:St,PpsAut:Sub,PpsInt,PpsInt:St,PpsInt:Sub,PpsOth,PpsOth:St,PpsOth:Sub,Terps,TpsSub,TpsLoc,TpsAut,TpsOth,Eps,EpsRes,EpsFis,EpsOth,Mps,MpsMe,MpsJt,MpsPro,MpsOth,HrGen,HrBor,HrTrinc,HrCp,CprLife,CprTort,CprEq,CprSlav,CprLib,CprDet,CprFmov,CprFspe,CprFass,CprTria,CprPriv,CprVote,CprReli,CprOth,HrSec,SerProp,SerWork,SerHeal,SerEdu,SerStdl,SerShel,SerSs,SerCult,SerOth,HrCit,CitGen,CitRights,CitDef,CitOth,HrDem,HrDet,Med,MedGov,MedSubs,MedLog,MedOth,HrMob,Prot,ProtCiv,ProtGrp,ProtOth,RiOth,HrNi,HrNiMe,HrNiNe,HrNiOth,HrIi,HrIiMon,HrIiBod,HrIiOth,JusCr,JusCrSp,JusCrSys,JusCrPow,JusEm,JusJu,JusPri,JusTra,Dev,DevSoc,DevHum,DevInfra,NEC,NatRes,IntFu,Bus,Tax,TaxPo,TaxRef,TaxOth,Ban,CenBan,BanPers,BanInt,BanXb,LaRef,LaRefMan,LaRefRet,LaRefOth,LaNom,LaCH,LaCHTa,LaCHIt,LaCHPro,LaCHOth,LaEn,Wat,SsrGua,Ce,CeProv,CeGen,SsrPol,SsrArm,SsrDdr,DdrDemil,DdrProg,SsrInt,SsrPsf,SsrFf,Cor,SsrCrOcr,SsrDrugs,Terr,TjGen,TjAm,TjAmPro,TjSan,TjPower,TjAmBan,TjCou,TjJaNc,TjJaIc,TjMech,TjPrire,TjVet,TjVic,TjMis,TjRep,TjRSym,TjRMa,TjNR,ImUN,ImOth,ImRef,ImPK,ImE,ImSrc
473,1,1,1,1,"Africa, Europe",1,1,0,0,1,0,1,0,0,0,0,Cote d'Ivoire,Government,5,Cote D'Ivoire: peace process,Africa (excl MENA),1,Conclusions of the Conference of Heads of State on Côte d'Ivoire (Paris Conclusions),2003-01-26,Multiparty signed/agreed,4,10457,InterIntra,Imp,ImpMod,"Agreement not signed, but the following Heads of State and international organisations participated.  At the invitation of the President of the French Republic, Mr. Jacques Chirac, the heads of State of Benin, Burkina Faso, Cameroon, Cape Verde, Cote d'Ivoire, Gabon, Ghana, Liberia, Mali, Senegal, and South Africa, representatives of the heads of State of Angola, the Gambia, Guinea, the Niger, Nigeria, Sierra Leone and Togo, the Secretary-General of the United Nations, Mr. Kofi Annan, representatives of the States members of the European Union, the President of the European Commission, Mr. Romano Prodi, the High Representative for the Common Foreign and Security Policy (CFSP), Mr. Javier Solana, and the President of the International Organization of la Francophonie, Mr. Abdou Diouf, and representatives of the United Nations Development Programme (UNDP), the World Bank, the International Monetary Fund (IMF), the African Development Bank (ADB), the Office of the United Nations High Com missioner for Human Rights, the Office of the United Nations High Commissioner for Refugees (UNHCR), the International Committee of the Red Cross (ICRC) and the Community of Sant'Egidio met at Paris on 25 and 26 January 2003 to consider and adopt the reconciliation agreement concluded by the political forces of Cote d'Ivoire at Linas-Marcoussis and to offer their support for its proper implementation.",,"Page 1, Paragraph 4
The Conference took note of the Agreement signed at Linas-Marcoussis on 24 January 2003 by the round table of Ivorian political forces, which was submitted to it by Mr. Pierre Mazeaud. It commended the participants for the loftiness of their vision and for their sense of responsibility. 

Page 3, Paragraph 13
The Conference affirms the importance of support from the States members of ECOWAS and the United Nations in restoring peace and security in Cote d'Ivoire. It expresses its gratitude to ECOWAS and France for having committed troops to participate in the military and security effort, and welcomes the adoption of the statement issued by the President of the United Nations Security Council on 20 December 2002, which endorsed that deployment. 

Page 3, Paragraph 14
The heads of State invite the Secretary-General of the United Nations and the participating States that are also members of the United Nations Security Council to arrange to have the conclusions of the Conference endorsed by the Council. The Conference expresses the hope that the Security Council will affirm, in accordance with the Charter of the United Nations, the right of the ECOWAS forces and the forces supporting them to take the necessary steps to ensure the security and freedom of movement of their personnel and to ensure, without prejudice to the responsibilities of the Government of National Reconciliation, the protection of civilians immediately threatened with physical violence within their zones of operation, using the means available to them. The Conference also invites the Secretary-General of the United Nations to submit to the Security Council proposals for strengthening the presence of the United Nations system, particularly in the area of security, humanitarian assistance and human rights.",CIV,,437.0,,419.0,,,925,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
474,1,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,El Salvador,Government,36,El Salvador peace process,Americas,1,Chapultepec Agreement,1992-01-16,Multiparty signed/agreed,70,155571,Intra,SubComp,FrAg,"Representing the Government of El Salvador: (Signed)  

Mr. Oscar SANTAMARÍA 

Col. Juan MARTÍNEZ VARELA 

Gen. Mauricio Ernesto VARGAS 

Mr. David Escobar GALINDO 

Mr. Abelardo TORRES 

Mr. Rafael Hernán CONTRERAS 

Representing the Frente Farabundo Martí para la Liberación Nacional: (Signed) 

Cmdr. Schafik HÁNDAL 

Cmdr. Francisco JOVEL 

Cmdr. Salvador SÁNCHEZ CERÉN 

Cmdr. Eduardo SANCHO 

Cmdr. Joaquín VILLALOBOS 

Salvador SAMAYOA 

Ana Guadalupe MARTÍNEZ 

María Marta VALLADARES 

Roberto CAÑAS 

Dagoberto GUTIÉRREZ","Boutros Boutros-Ghali, UNSG (signatory, status unclear)",,SLV,,92.0,,316.0,1110,2.0,817,No,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,3,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,3,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,3,3,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,0,1,1,1
475,1,1,0,1,Africa,1,1,0,0,1,1,1,0,0,0,0,Rwanda,Government,47,Rwanda-RPF process,Africa (excl MENA),1,Peace Agreement between the Government of the Republic of Rwanda and the Rwandese Patriotic Front ('Arusha Agreement'),1993-08-04,Multiparty signed/agreed,8,9837,Intra,SubComp,FrAg,The Republic of Rwanda and the Rwandese Patriotic front,"Page 3, Untitled preamble, para 17
Have, at the conclusion of the Peace Talks held in Arusha, United Republic of Tanzania, between 10th July, 1992 and 24th June, 1993 as well as Kinihira, Republic of Rwanda from 19th to 25th July, 1993 under the aegis of the Facilitator, His Excellency Ali Hassan MWINY1, President of the United Republic of Tanzania, in the presence of the Representative of the Mediator, His Excellency, MOBUTU SESE SEKO, President of the Republic of Zaire as well as Representatives of the Current Chairmen of the OAU, His Excellency Abdou DIOUF, President of the Republic of Senegal, and Hosni MUBARAK, President of the Arab Republic of Egypt, the Secretary General of the OAU, Dr. Salim Ahmed SALIM, the Secretary General of the United Nations, Dr. Boutros Boutros GHAU and Observers representing the Federal Republic of Germany, Belgium, Burundi, the United States of America, France, Nigeria, Uganda and Zimbabwe;
Calling the International Community to witness;

Page 6-7, Article 10: 
The present Peace Agreement is signed by the President of the Republic Rwanda and the Chairman of the Rwandese Patriotic Front, in the presence of:
- The Facilitator, His Excellency, Ali Hassan MWINYI, President of the United Republic of Tanzania,
- His Excellency, Yoweri Kaguta MUSEVENI, President of the Republic of Uganda; Observer country;
- His Excellency Melchior NDADAYE, President of of the Republic of Burundi, Observer country;
- The Representative of the Mediator, His Excellency Faustin BERINDWA, Prime Minister of Zaire;
- Dr. Salim Ahmed SALIM, Secretary General of the OAU;
- The Repesentative of the Secretary General of the United Nations;
- The Representative of the Current Chairman of the OAU;
- The Representatives of other Observer countries: Germany, Belgium United States of America, France, Nigeria and Zimbabwe;
- The delegations of the two parties.

Signatories:  
In the presence of the Facilitator, Ali Hassan Mwinyi, President of the United Republic of Tanzania
In the presence of the Representative of the Secretary General of the United Nations, Mr Vladmir Petrovsky, Under-Secretary General, Director General of the United Nations Office at Geneva
In the presence of the Secretary General of the OAU, Dr Salim Ahmed Salim","Referring to the numerous high-level meetings held respectively at Mwanza, 
United Republic of Tanzania, on 17th October, 1990, in Gbadolite, Republic of Zaire, on 26th October, 1990, in Goma, Republic of Zaire, on 20th November, 1990 in Zanzibar, United Republic of Tanzania, on 17th February, 1991, in Dar-es-Salaam, United Republic of Tanzania, on 19th February, 1991 and from 5th to 7th March, 1993.",RWA,,517.0,,374.0,1320,17.0,886,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
476,1,1,0,1,Africa,1,1,0,0,0,0,0,0,0,0,0,Sierra Leone,Government,71,Sierra Leone peace process,Africa (excl MENA),1,"Peace Agreement between the Government of the Republic of Sierra Leone and the Revolutionary United Front of Sierra Leone, signed at Abidjan ('Abidjan Accord')",1996-11-30,Multiparty signed/agreed,11,19476,Intra,SubComp,FrAg,"Alhaji Dr. Ahmad Tejan KABBAH, President of the Republic of Sierra Leone; Corporal Foday Saybana SANKOH, Leader of the Revolutionary United Front (RUF)","(Signed) Henri Konan BEDIE, President of the Republic of Côte d'Ivoire;
(Signed) Berhanu DINKA, Special Envoy of the United Nations Secretary-General for Sierra Leone;
(Signed) Adwoa COLEMAN, Representative of the Organization of African Unity (OAU)
(Signed) Moses ANAFU, Representative of the Commonwealth Organization",,SLE,,451.0,,382.0,1011,13.0,863,No,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,3,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,2,1,3,0,1,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,1,1,0,1,1,1
477,1,1,0,1,Africa,1,1,0,0,0,0,0,0,0,0,0,Democratic Republic of Congo/Rwanda,Government,28,DRC: Second Congo war process,Africa (excl MENA),1,Peace Agreement Between the Governments of the Republic of Rwanda and the Democratic Republic of the Congo on the Withdrawal of the Rwandan Troops from the Territory of the Democratic Republic of the Congo and the Dismantling of the Ex-FAR and Interahamwe Forces in the Democratic Republic of the Congo (DRC),2002-07-30,Multiparty signed/agreed,3,9096,InterIntra,SubPar,MultIss,The Democratic Republic of Congo; Rwanda,"African Union, UN, South Africa (facilitator)- unclear whether or who signed",The Lusaka Ceasefire Agreement,COD,RWA,490.0,517.0,283.0,,,905,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
478,1,1,0,1,Africa,1,1,0,0,0,0,0,0,0,0,0,Sierra Leone,Government,71,Sierra Leone peace process,Africa (excl MENA),1,Peace Agreement between the Government of Sierra Leone and the Revolutionary United Front of Sierra Leone (RUF/SL) (Lome Agreement),1999-07-07,Multiparty signed/agreed,28,54213,Intra,SubComp,FrAg,"Alhaji Ahmad Tejan Kabbah, President of the Republic of Sierra Leone; 	
Corporal Foday Saybana Sankoh, Leader of the Revolutionary United Front of Sierra Leone","His Excellency Gnassingbe Eyadema, President of the Togolese Republic Chairman of ECOWAS;
His Excellency Blaise Compaore, President of Burkina Faso; 
His Excellency Dahkpanah Dr. Charles Ghankey Taylor, President of the Republic of Liberia;
His Excellency Olusegun Obasanjo, President and Commander-in-Chief of the Armed Forces of the Federal Republic of Nigeria;
His Excellency Youssoufou Bamba, Secretary of State at the Foreign Mission in charge of International Cooperation of Cote d'Ivoire;
His Excellency Victor Gbeho, Minister of Foreign Affairs of the Republic of Ghana;
Mr. Roger Laloupo, Representative of the ECOWAS Special Representative; 
Ms. Adwoa Coleman, Representative Organization of African Unity. 
Ambassador Francis G. Okelo, Executive Secretary of the United Nations Secretary General 
Dr. Moses K.Z. Anafu, Representative of the Commonwealth of Nations 

Page 20, PART SEVEN, MORAL GUARANTORS AND INTERNATIONAL SUPPORT, ARTICLE XXXIV, MORAL GUARANTORS:
The Government of the Togolese Republic, the United Nations, the OAU, ECOWAS and the Commonwealth of Nations shall stand as Moral Guarantors that this Peace Agreement is implemented with integrity and in good faith by both parties.","Page 1, Untitled Preamble:...Recalling earlier initiatives undertaken by the countries of the sub-region and the International Community, aimed at bringing about a negotiated settlement of the conflict in Sierra Leone, and culminating in the Abidjan Peace Agreement of 30 November, 1996 and the ECOWAS Peace Plan of 23 October, 1997;

Page 1, Untitled Preamble:...Guided by the Declaration in the Final Communiqué of the Meeting in Lome of the Ministers of Foreign Affairs of ECOWAS of 25 May 1999...

Page 2, Untitled Preamble:...Recommitting themselves to the total observance and compliance with the Cease-fire Agreement signed in Lome on 18 May 1999, and appended as Annex 1 until the signing of the present Peace Agreement;",SLE,,451.0,,382.0,1013,14.0,898,No,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,2,2,2,1,0,1,1,0,1,0,1,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,2,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,2,2,0,1,0,1,1,1,0,0,0,0,3,1,0,0,0,0,0,0,2,2,0,2,0,1,0,1,1,1,1,0,1,1,1
479,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,Philippines/(Mindanao),Government/territory,90,Philippines - Mindanao process,Asia and Pacific,1,Final agreement on the implementation of the 1976 Tripoli Agreement between the Government of the Republic of the Philippines (GRP) and the Moro National Liberation Front (MNLF),1996-09-02,Multiparty signed/agreed,35,63696,Intra,Imp,ImpMod,"H.E. Ambassador Manuel T. Yan, GRP Panel Chairman; 
H.E. Professor Nur Misuari, MNLF Panel Chairman","Participatory signatures: H.E. Mr.Ali Alatas, Minister for Foreign Affairs of the Republic of Indonesia/Chairman of the OIC Ministerial Committee of the Six; 
H.E. Dr. Hamid Al-Gabid, Secretary-General of the OIC",Tripoli Agreement (23/12/1976); Statement of Understanding (3/11/1992); Statement of Understanding (14/04/1993); Memorandum of Agreement (7/11/1993);  Interim Agreement (1/12/1995); Interim Agreement (29/08/1996).,PHL,,840.0,,308.0,1064,31.0,786,No,3,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,3,1,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,3,1,1,1,2,1,0,0,0,1,0,2,1,0,1,3,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,3,0,1,1,0,3,1,1,0,3,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,3,3,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,3,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
489,1,1,0,1,Africa,0,0,0,0,0,0,0,0,0,0,0,Cote d'Ivoire,Government,5,Cote D'Ivoire: peace process,Africa (excl MENA),1,Pretoria Agreement on the Peace Process in Côte d'Ivoire ('Pretoria I'),2005-04-06,Multiparty signed/agreed,7,12632,Intra,Imp,ExtSub,"His Excellency Laurent GBAGBO
President of the Republic of Cote d’Ivoire
Mr Henri Konan BEDIE
For the PDCI
Mr Alassane Dramane OUATTARA
For the RDR
Mr Guillaume SORO
For the Forces Nouvelles
His Excellency Seydou Elimane DIARRA
Prime Minister of the Government of National Reconciliation","His Excellency Thabo MBEKI
President of the Republic of South Africa, Mediator of the African Union
Cc. His Excellency President Alpha Omar KONARE	
Chairperson of the African Union Commission, AU Headquarters, Addis Ababa","Page 1, UNTITLED PREAMBLE
…
2. The leaders reviewed the current situation in Cote d’Ivoire and took a number of decisions relating to outstanding issues on the implementation of the Linas-Marcoussis and Accra II and III Agreements. The Ivorian leaders reaffirmed:
-	their commitment to the Linas-Marcoussis, Accra II and III Agreements
...
-	their commitment to all the resolutions of the United Nations on Cote d’Ivoire

Page 7, Annex II
…
The specific agreement in this regard is contained in paragraph 14 of the Pretoria Agreement on the Peace Process in Cote d’Ivoire of 6 April 2005.
…
In this regard, the Mediator is fully aware of the requirements concerning constitutional amendments affecting the Presidency, as contained in article 126 of the Constitution of Cote d’Ivoire.",CIV,,437.0,,419.0,1273,,925,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,2,2,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
492,1,1,0,1,Europe,1,1,0,0,1,0,0,0,0,1,0,Georgia/(Abkhazia),Government/territory,43,Abkhazia peace process,Europe and Eurasia,1,Proposal for the Establishment of a Coordinating Commission,1994-05-11,Multiparty signed/agreed,1,2569,Intra,Pre,Proc,"For the Georgian side: (Signed) J. Ioseliani
For the Abkhaz side: (Signed) S. Jinjolia","From the United Nations: (Signed) E. Brunner
From the Russian Federation: (Signed) B. Pastukhov
From the Conference on Security and Cooperation in Europe: (Signed) V. Manno","Memorandum of Understanding between the Georgian and the Abkhaz sides of 1 December 1993 (S/26875, appendix).",GEO,,372.0,,392.0,,,882,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
493,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Mozambique,Government,78,Mozambique process in the 90s,Africa (excl MENA),1,Protocol I- Basic Principles,1991-10-18,Multiparty signed/agreed,2,3592,Intra,Imp,ImpMod,"For the delegation of the Government of the Republic of Mozambique: Armando Emilio Guebuza;
For the delegation of RENAMO: Raul Manuel Domingos;","The mediators:
Mario Raffaelli;
Jaime Gonçalves;
Andrea Riccardi;
Matteo Zuppi;",,MOZ,,541.0,,332.0,1302,,818,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
